index,GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),EDUCATIONLEVEL (CODE),EDUCATIONLEVEL (DISPLAY),EDUCATIONLEVEL (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),WEALTHQUINTILE (CODE),WEALTHQUINTILE (DISPLAY),WEALTHQUINTILE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
151,ROTAC,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4758,,,,PUBLISHED,Published,,2013,2013,,WPR,2013,2013,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,,,,,,,,,,,,,28,28.00000,,,,,
152,ROTAC,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4758,,,,PUBLISHED,Published,,2015,2015,,WPR,2015,2015,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,,,,,,,,,,,,,2,2.00000,,,,,
153,WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,,,,PUBLISHED,Published,,1981,1981,,WPR,1981,1981,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,,,,,,,,,,,,,54,54.00000,,,,,
154,WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,,,,PUBLISHED,Published,,1983,1983,,WPR,1983,1983,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,,,,,,,,,,,,,55,55.00000,,,,,
155,WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,,,,PUBLISHED,Published,,1990,1990,,WPR,1990,1990,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,,,,,,,,,,,,,88,88.00000,,,,,
156,WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,,,,PUBLISHED,Published,,1992,1992,,WPR,1992,1992,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,,,,,,,,,,,,,80,80.00000,,,,,
157,WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,,,,PUBLISHED,Published,,1997,1997,,WPR,1997,1997,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,,,,,,,,,,,,,81,81.00000,,,,,
158,WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,,,,PUBLISHED,Published,,1999,1999,,WPR,1999,1999,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,,,,,,,,,,,,,80,80.00000,,,,,
159,WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,,,,PUBLISHED,Published,,2006,2006,,WPR,2006,2006,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,,,,,,,,,,,,,88,88.00000,,,,,
160,WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,,,,PUBLISHED,Published,,2008,2008,,WPR,2008,2008,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,,,,,,,,,,,,,91,91.00000,,,,,
161,WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,,,,PUBLISHED,Published,,2015,2015,,WPR,2015,2015,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,,,,,,,,,,,,,60,60.00000,,,,,
162,WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,,,,PUBLISHED,Published,,2017,2017,,WPR,2017,2017,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,,,,,,,,,,,,,72,72.00000,,,,,
163,WHS4_117,Hepatitis B (HepB3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/95,,,,PUBLISHED,Published,,1995,1995,,WPR,1995,1995,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,,,,,,,,,,,,,38,38.00000,,,,,
164,WHS4_117,Hepatitis B (HepB3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/95,,,,PUBLISHED,Published,,1997,1997,,WPR,1997,1997,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,,,,,,,,,,,,,31,31.00000,,,,,
165,WHS4_117,Hepatitis B (HepB3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/95,,,,PUBLISHED,Published,,2002,2002,,WPR,2002,2002,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,,,,,,,,,,,,,42,42.00000,,,,,
166,WHS4_117,Hepatitis B (HepB3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/95,,,,PUBLISHED,Published,,2004,2004,,WPR,2004,2004,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,,,,,,,,,,,,,48,48.00000,,,,,
167,WHS4_117,Hepatitis B (HepB3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/95,,,,PUBLISHED,Published,,2011,2011,,WPR,2011,2011,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,,,,,,,,,,,,,87,87.00000,,,,,
168,WHS4_117,Hepatitis B (HepB3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/95,,,,PUBLISHED,Published,,2013,2013,,WPR,2013,2013,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,,,,,,,,,,,,,89,89.00000,,,,,
169,WHS4_117,Hepatitis B (HepB3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/95,,,,PUBLISHED,Published,,2018,2018,,WPR,2018,2018,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,,,,,,,,,,,,,65,65.00000,,,,,
170,WHS4_129,Hib (Hib3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/96,,,,PUBLISHED,Published,,2010,2010,,WPR,2010,2010,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,,,,,,,,,,,,,1,1.00000,,,,,
171,WHS4_129,Hib (Hib3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/96,,,,PUBLISHED,Published,,2012,2012,,WPR,2012,2012,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,,,,,,,,,,,,,22,22.00000,,,,,
172,WHS4_129,Hib (Hib3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/96,,,,PUBLISHED,Published,,2017,2017,,WPR,2017,2017,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,,,,,,,,,,,,,72,72.00000,,,,,
173,WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,1980,1980,,WPR,1980,1980,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,,,,,,,,,,,,,56,56.00000,,,,,
174,WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,1982,1982,,WPR,1982,1982,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,,,,,,,,,,,,,66,66.00000,,,,,
175,WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,1989,1989,,WPR,1989,1989,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,,,,,,,,,,,,,96,96.00000,,,,,
176,WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,1991,1991,,WPR,1991,1991,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,,,,,,,,,,,,,97,97.00000,,,,,
177,WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,1996,1996,,WPR,1996,1996,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,,,,,,,,,,,,,86,86.00000,,,,,
178,WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,1998,1998,,WPR,1998,1998,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,,,,,,,,,,,,,92,92.00000,,,,,
179,WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,2000,2000,,WPR,2000,2000,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,,,,,,,,,,,,,92,92.00000,,,,,
180,WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,2005,2005,,WPR,2005,2005,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,,,,,,,,,,,,,91,91.00000,,,,,
181,WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,2007,2007,,WPR,2007,2007,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,,,,,,,,,,,,,90,90.00000,,,,,
182,WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,2014,2014,,WPR,2014,2014,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,,,,,,,,,,,,,79,79.00000,,,,,
183,WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,,,,,,,,,,,,,90,90.00000,,,,,
184,WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2443,,,,PUBLISHED,Published,,1980,1980,,WPR,1980,1980,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,,,,,,,,,,,,,50,50.00000,,,,,
185,WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2443,,,,PUBLISHED,Published,,1987,1987,,WPR,1987,1987,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,,,,,,,,,,,,,72,72.00000,,,,,
186,WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2443,,,,PUBLISHED,Published,,1989,1989,,WPR,1989,1989,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,,,,,,,,,,,,,85,85.00000,,,,,
187,WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2443,,,,PUBLISHED,Published,,1994,1994,,WPR,1994,1994,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,,,,,,,,,,,,,71,71.00000,,,,,
188,WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2443,,,,PUBLISHED,Published,,1996,1996,,WPR,1996,1996,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,,,,,,,,,,,,,74,74.00000,,,,,
189,WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2443,,,,PUBLISHED,Published,,2003,2003,,WPR,2003,2003,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,,,,,,,,,,,,,85,85.00000,,,,,
190,WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2443,,,,PUBLISHED,Published,,2005,2005,,WPR,2005,2005,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,,,,,,,,,,,,,90,90.00000,,,,,
191,WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2443,,,,PUBLISHED,Published,,2012,2012,,WPR,2012,2012,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,,,,,,,,,,,,,88,88.00000,,,,,
192,WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2443,,,,PUBLISHED,Published,,2014,2014,,WPR,2014,2014,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,,,,,,,,,,,,,77,77.00000,,,,,
193,WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,,,,PUBLISHED,Published,,1982,1982,,WPR,1982,1982,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,,,,,,,,,,,,,9,9.00000,,,,,
194,WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,,,,PUBLISHED,Published,,1984,1984,,WPR,1984,1984,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,,,,,,,,,,,,,44,44.00000,,,,,
195,WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,,,,PUBLISHED,Published,,1991,1991,,WPR,1991,1991,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,,,,,,,,,,,,,83,83.00000,,,,,
196,WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,,,,PUBLISHED,Published,,1993,1993,,WPR,1993,1993,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,,,,,,,,,,,,,78,78.00000,,,,,
197,WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,,,,PUBLISHED,Published,,2000,2000,,WPR,2000,2000,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,,,,,,,,,,,,,78,78.00000,,,,,
198,WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,,,,PUBLISHED,Published,,2002,2002,,WPR,2002,2002,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,,,,,,,,,,,,,82,82.00000,,,,,
199,WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,,,,PUBLISHED,Published,,2007,2007,,WPR,2007,2007,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,,,,,,,,,,,,,92,92.00000,,,,,
200,WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,,,,PUBLISHED,Published,,2009,2009,,WPR,2009,2009,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,,,,,,,,,,,,,88,88.00000,,,,,
201,WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,,,,,,,,,,,,,80,80.00000,,,,,
202,WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,,,,PUBLISHED,Published,,2018,2018,,WPR,2018,2018,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,,,,,,,,,,,,,67,67.00000,,,,,
203,WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,1982,1982,,WPR,1982,1982,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,,,,17,17.00000,,,,,
204,WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,1984,1984,,WPR,1984,1984,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,,,,22,22.00000,,,,,
205,WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,1991,1991,,WPR,1991,1991,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,,,,55,55.00000,,,,,
206,WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,1993,1993,,WPR,1993,1993,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,,,,57,57.00000,,,,,
207,WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,1998,1998,,WPR,1998,1998,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,,,,55,55.00000,,,,,
208,WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,2000,2000,,WPR,2000,2000,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,,,,55,55.00000,,,,,
209,WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,2007,2007,,WPR,2007,2007,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,,,,58,58.00000,,,,,
210,WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,2009,2009,,WPR,2009,2009,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,,,,68,68.00000,,,,,
211,WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,,,,90,90.00000,,,,,
212,WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,2018,2018,,WPR,2018,2018,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,,,,90,90.00000,,,,,
213,NUTRITION_HA_2,Prevalence of stunted children aged <5 years   (% height-for-age <-2 SD),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/72,,,,PUBLISHED,Published,,1989-1990,1989-1990,,WPR,1989,1990,Western Pacific,,,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,43.3,43.30000,,,,,"Other. Regional Updating of Nutritional Status of Filipino Children, 1989-90. Food and Nutrition Research Institute. Manila, Philippines; 1991 (and additional analysis)..National Economics and Statistics Section.. Converted estimates"
214,NUTRITION_HA_2,Prevalence of stunted children aged <5 years   (% height-for-age <-2 SD),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/72,,,,PUBLISHED,Published,,1993,1993,,WPR,1993,1993,Western Pacific,,,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,38.9,38.90000,,,,,"NNS. The fourth national nutrition survey: Philippines 1993. Food and Nutrition Institute. Manila, Philippines; 1995 (and additional analysis)..Department of Science and Technology.. Converted estimates"
215,NUTRITION_HA_2,Prevalence of stunted children aged <5 years   (% height-for-age <-2 SD),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/72,,,,PUBLISHED,Published,,2018,2018,,WPR,2018,2018,Western Pacific,,,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,30.3,30.30000,,,,,"NNS. Philippines 2018 Expanded National Nutrition Survey (ENNS).Department of Science and Technology, Food and Nutrition Research Institute. "
216,NUTRITION_WA_2,Prevalence of underweight children aged <5 years   (% weight-for-age <-2 SD) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/27,,,,PUBLISHED,Published,,2008,2008,,WPR,2008,2008,Western Pacific,,,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,20.7,20.70000,,,,,"NNS. 7th national nutrition survey. Manila, Philippines: FNRI-DOST, 2010 (and additional analysis)..Food and Nutrition Research Institute, Department of Science and Technology (FNRI-DOST).. "
217,NUTRITION_WA_2,Prevalence of underweight children aged <5 years   (% weight-for-age <-2 SD) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/27,,,,PUBLISHED,Published,,2013-2014,2013-2014,,WPR,2013,2014,Western Pacific,,,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,19.9,19.89076,,,,,NNS. 8th National nutrition survey Philippines 2013..Food and Nutrition Research Institute - Department of Science and Technology (FNRI-DOST).. 
218,NUTRITION_WH2,Prevalence of overweight children aged <5 years   (% weight-for-height >+2 SD),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/74,,,,PUBLISHED,Published,,1987,1987,,WPR,1987,1987,Western Pacific,,,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,,,,,,,"NNS. Third National Nutrition Survey Philippines, 1987. Food and Nutrition Research Institute. Manila, Philippines; 1991 (and additional analysis)..Departement of Science and Technology.. Converted estimates"
219,NUTRITION_WH2,Prevalence of overweight children aged <5 years   (% weight-for-height >+2 SD),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/74,,,,PUBLISHED,Published,,1992,1992,,WPR,1992,1992,Western Pacific,,,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,1.7,1.70000,,,,,"Other. The 1992 regional nutrition survey. Food and Nutrition Research Institute. Manila, Philippines; 1994 (and additional analysis)..Department of Science and Technology.. Converted estimates"
220,NUTRITION_WH2,Prevalence of overweight children aged <5 years   (% weight-for-height >+2 SD),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/74,,,,PUBLISHED,Published,,2015,2015,,WPR,2015,2015,Western Pacific,,,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,3.3,3.27633,,,,,NNS. Philippines 2015 National Nutrition Survey - Updating Survey Results.Food and Nutrition Research Institute - Department of Science and Technology (FNRI-DOST).. 
221,NUTRITION_WH_2,Prevalence of wasted children aged <5 years   (% weight-for-height <-2 SD),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/302,,,,PUBLISHED,Published,,1993,1993,,WPR,1993,1993,Western Pacific,,,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,9.1,9.10000,,,,,"NNS. The fourth national nutrition survey: Philippines 1993. Food and Nutrition Institute. Manila, Philippines; 1995 (and additional analysis)..Department of Science and Technology.. Converted estimates"
222,NUTRITION_WH_2,Prevalence of wasted children aged <5 years   (% weight-for-height <-2 SD),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/302,,,,PUBLISHED,Published,,2003,2003,,WPR,2003,2003,Western Pacific,,,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,6.0,6.00000,,,,,"NNS. Sixth National Nutrition Survey: Philippines, 2003.  Food and Nutrition Research Institute, 2004..Food and Nutrition Research Institute, Department of Science and Technology (FNRI-DOST).. "
223,NUTRITION_WH_2,Prevalence of wasted children aged <5 years   (% weight-for-height <-2 SD),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/302,,,,PUBLISHED,Published,,2011,2011,,WPR,2011,2011,Western Pacific,,,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,7.0,6.99452,,,,,"NNS. Philippine Nutrition Facts and Figures 2011. DOST Complex, FNRI Bldg., Bicutan, Taguig City, Metro, Manila, Philippines, 2012 (and additional analysis)..Food and Nutrition Research Institute - Department of Science and Technology (FNRI-DOST).. "
224,pncall3,Postnatal care visit within two days of birth (in the three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3340,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008,2008,,WPR,2008,2008,Western Pacific,,,,,PHL,Philippines,,,,,,,,URB,Urban,,,,,70.0,69.98000,,,,,
225,pncall3,Postnatal care visit within two days of birth (in the three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3340,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008,2008,,WPR,2008,2008,Western Pacific,,,,,PHL,Philippines,,,,,,,,RUR,Rural,,,,,50.0,49.99000,,,,,
226,pncall5,Postnatal care visit within two days of birth (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3340,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008,2008,,WPR,2008,2008,Western Pacific,,,,,PHL,Philippines,,,,,,,,URB,Urban,,,,,70.1,70.06000,,,,,
227,pncall5,Postnatal care visit within two days of birth (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3340,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008,2008,,WPR,2008,2008,Western Pacific,,,,,PHL,Philippines,,,,,,,,RUR,Rural,,,,,49.4,49.40000,,,,,
228,pncall3,Postnatal care visit within two days of birth (in the three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3340,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008,2008,,WPR,2008,2008,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,WQ2,Q2,,49.0,49.00000,,,,,
