index,GHO (CODE),GHO (DISPLAY),GHO (URL),GBDCHILDCAUSES (CODE),GBDCHILDCAUSES (DISPLAY),GBDCHILDCAUSES (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),CHILDCAUSE (CODE),CHILDCAUSE (DISPLAY),CHILDCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
3501,LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2007.0,2007,,WPR,2007,2007,Western Pacific,,PHL,Philippines,,AGE65-69,65-69 years,,MLE,Male,,,,,,,,12,12.02619,,,,,
3502,LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2007.0,2007,,WPR,2007,2007,Western Pacific,,PHL,Philippines,,AGE70-74,70-74 years,,MLE,Male,,,,,,,,9.5,9.47496,,,,,
3503,LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2007.0,2007,,WPR,2007,2007,Western Pacific,,PHL,Philippines,,AGE75-79,75-79 years,,MLE,Male,,,,,,,,0.38,0.38009,,,,,
3504,LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2007.0,2007,,WPR,2007,2007,Western Pacific,,PHL,Philippines,,AGE80-84,80-84 years,,MLE,Male,,,,,,,,0.587,0.58652,,,,,
3505,LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2007.0,2007,,WPR,2007,2007,Western Pacific,,PHL,Philippines,,AGE80-84,80-84 years,,MLE,Male,,,,,,,,12621.46,12621.46000,,,,,
3506,LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2007.0,2007,,WPR,2007,2007,Western Pacific,,PHL,Philippines,,AGE85PLUS,85+ years,,MLE,Male,,,,,,,,1,1.00000,,,,,
3507,LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2007.0,2007,,WPR,2007,2007,Western Pacific,,PHL,Philippines,,AGE85PLUS,85+ years,,MLE,Male,,,,,,,,8897.664,8897.66400,,,,,
3508,LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2007.0,2007,,WPR,2007,2007,Western Pacific,,PHL,Philippines,,AGELT1,<1 year,,FMLE,Female,,,,,,,,2310.552,2310.55200,,,,,
3509,LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2007.0,2007,,WPR,2007,2007,Western Pacific,,PHL,Philippines,,AGELT1,<1 year,,FMLE,Female,,,,,,,,7125625,7125625.00000,,,,,
3510,LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2007.0,2007,,WPR,2007,2007,Western Pacific,,PHL,Philippines,,AGE1-4,1-4 years,,FMLE,Female,,,,,,,,7027665,7027665.00000,,,,,
3511,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2007.0,2007,,WPR,2007,2007,Western Pacific,,PHL,Philippines,,AGE5-9,5-9 years,,FMLE,Female,,,,,,,,0.001,0.00087,,,,,
3512,LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2007.0,2007,,WPR,2007,2007,Western Pacific,,PHL,Philippines,,AGE5-9,5-9 years,,FMLE,Female,,,,,,,,6638823,6638823.00000,,,,,
3513,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2007.0,2007,,WPR,2007,2007,Western Pacific,,PHL,Philippines,,AGE10-14,10-14 years,,FMLE,Female,,,,,,,,0.001,0.00065,,,,,
3514,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2007.0,2007,,WPR,2007,2007,Western Pacific,,PHL,Philippines,,AGE15-19,15-19  years,,FMLE,Female,,,,,,,,0.001,0.00070,,,,,
3515,LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2007.0,2007,,WPR,2007,2007,Western Pacific,,PHL,Philippines,,AGE15-19,15-19  years,,FMLE,Female,,,,,,,,96194.11,96194.11000,,,,,
3516,LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2007.0,2007,,WPR,2007,2007,Western Pacific,,PHL,Philippines,,AGE20-24,20-24 years,,FMLE,Female,,,,,,,,95858.05,95858.05000,,,,,
3517,LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2007.0,2007,,WPR,2007,2007,Western Pacific,,PHL,Philippines,,AGE20-24,20-24 years,,FMLE,Female,,,,,,,,478149.2,478149.20000,,,,,
3518,LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2007.0,2007,,WPR,2007,2007,Western Pacific,,PHL,Philippines,,AGE25-29,25-29 years,,FMLE,Female,,,,,,,,95379.41,95379.41000,,,,,
3519,LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2007.0,2007,,WPR,2007,2007,Western Pacific,,PHL,Philippines,,AGE25-29,25-29 years,,FMLE,Female,,,,,,,,475433.2,475433.20000,,,,,
3520,LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2007.0,2007,,WPR,2007,2007,Western Pacific,,PHL,Philippines,,AGE30-34,30-34 years,,FMLE,Female,,,,,,,,472026.3,472026.30000,,,,,
3521,LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2007.0,2007,,WPR,2007,2007,Western Pacific,,PHL,Philippines,,AGE30-34,30-34 years,,FMLE,Female,,,,,,,,44.7,44.73968,,,,,
3522,LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2007.0,2007,,WPR,2007,2007,Western Pacific,,PHL,Philippines,,AGE35-39,35-39 years,,FMLE,Female,,,,,,,,40.1,40.08100,,,,,
3523,LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2007.0,2007,,WPR,2007,2007,Western Pacific,,PHL,Philippines,,AGE40-44,40-44 years,,FMLE,Female,,,,,,,,0.016,0.01568,,,,,
3524,LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2007.0,2007,,WPR,2007,2007,Western Pacific,,PHL,Philippines,,AGE40-44,40-44 years,,FMLE,Female,,,,,,,,35.5,35.53777,,,,,
3525,LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2007.0,2007,,WPR,2007,2007,Western Pacific,,PHL,Philippines,,AGE45-49,45-49 years,,FMLE,Female,,,,,,,,0.023,0.02316,,,,,
3526,LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2007.0,2007,,WPR,2007,2007,Western Pacific,,PHL,Philippines,,AGE45-49,45-49 years,,FMLE,Female,,,,,,,,2117.181,2117.18100,,,,,
3527,LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2007.0,2007,,WPR,2007,2007,Western Pacific,,PHL,Philippines,,AGE50-54,50-54 years,,FMLE,Female,,,,,,,,0.034,0.03415,,,,,
3528,LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2007.0,2007,,WPR,2007,2007,Western Pacific,,PHL,Philippines,,AGE50-54,50-54 years,,FMLE,Female,,,,,,,,3049.76,3049.76000,,,,,
3529,LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2007.0,2007,,WPR,2007,2007,Western Pacific,,PHL,Philippines,,AGE55-59,55-59 years,,FMLE,Female,,,,,,,,4358.179,4358.17900,,,,,
3530,LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2007.0,2007,,WPR,2007,2007,Western Pacific,,PHL,Philippines,,AGE55-59,55-59 years,,FMLE,Female,,,,,,,,1948074,1948074.00000,,,,,
3531,LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2007.0,2007,,WPR,2007,2007,Western Pacific,,PHL,Philippines,,AGE60-64,60-64 years,,FMLE,Female,,,,,,,,6332.859,6332.85900,,,,,
3532,LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2007.0,2007,,WPR,2007,2007,Western Pacific,,PHL,Philippines,,AGE60-64,60-64 years,,FMLE,Female,,,,,,,,1527099,1527099.00000,,,,,
3533,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2007.0,2007,,WPR,2007,2007,Western Pacific,,PHL,Philippines,,AGE65-69,65-69 years,,FMLE,Female,,,,,,,,0.025,0.02518,,,,,
3534,LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2007.0,2007,,WPR,2007,2007,Western Pacific,,PHL,Philippines,,AGE65-69,65-69 years,,FMLE,Female,,,,,,,,1132470,1132470.00000,,,,,
3535,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2007.0,2007,,WPR,2007,2007,Western Pacific,,PHL,Philippines,,AGE70-74,70-74 years,,FMLE,Female,,,,,,,,0.039,0.03859,,,,,
3536,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2007.0,2007,,WPR,2007,2007,Western Pacific,,PHL,Philippines,,AGE75-79,75-79 years,,FMLE,Female,,,,,,,,0.061,0.06099,,,,,
3537,LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2007.0,2007,,WPR,2007,2007,Western Pacific,,PHL,Philippines,,AGE75-79,75-79 years,,FMLE,Female,,,,,,,,54813.55,54813.55000,,,,,
3538,LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2007.0,2007,,WPR,2007,2007,Western Pacific,,PHL,Philippines,,AGE80-84,80-84 years,,FMLE,Female,,,,,,,,40237.98,40237.98000,,,,,
3539,LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2007.0,2007,,WPR,2007,2007,Western Pacific,,PHL,Philippines,,AGE80-84,80-84 years,,FMLE,Female,,,,,,,,150778.2,150778.20000,,,,,
3540,LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2007.0,2007,,WPR,2007,2007,Western Pacific,,PHL,Philippines,,AGE85PLUS,85+ years,,FMLE,Female,,,,,,,,20268.61,20268.61000,,,,,
3541,LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2007.0,2007,,WPR,2007,2007,Western Pacific,,PHL,Philippines,,AGE85PLUS,85+ years,,FMLE,Female,,,,,,,,81333.18,81333.18000,,,,,
3542,LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,AGELT1,<1 year,,MLE,Male,,,,,,,,97499.16,97499.16000,,,,,
3543,LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,AGELT1,<1 year,,MLE,Male,,,,,,,,64.7,64.69571,,,,,
3544,LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,AGE1-4,1-4 years,,MLE,Male,,,,,,,,65.6,65.58697,,,,,
3545,LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,AGE5-9,5-9 years,,MLE,Male,,,,,,,,0.005,0.00492,,,,,
3546,LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,AGE5-9,5-9 years,,MLE,Male,,,,,,,,62.1,62.11820,,,,,
3547,LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,AGE10-14,10-14 years,,MLE,Male,,,,,,,,0.004,0.00400,,,,,
3548,LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,AGE15-19,15-19  years,,MLE,Male,,,,,,,,0.006,0.00613,,,,,
3549,LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,AGE15-19,15-19  years,,MLE,Male,,,,,,,,585.239,585.23900,,,,,
3550,LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,AGE20-24,20-24 years,,MLE,Male,,,,,,,,930.234,930.23430,,,,,
3551,LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,AGE20-24,20-24 years,,MLE,Male,,,,,,,,4550193,4550193.00000,,,,,
3552,LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,AGE25-29,25-29 years,,MLE,Male,,,,,,,,1230.925,1230.92500,,,,,
3553,LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,AGE25-29,25-29 years,,MLE,Male,,,,,,,,4077801,4077801.00000,,,,,
3554,LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,AGE30-34,30-34 years,,MLE,Male,,,,,,,,3610854,3610854.00000,,,,,
3555,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,AGE35-39,35-39 years,,MLE,Male,,,,,,,,0.004,0.00434,,,,,
3556,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,AGE40-44,40-44 years,,MLE,Male,,,,,,,,0.006,0.00587,,,,,
3557,LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,AGE40-44,40-44 years,,MLE,Male,,,,,,,,89354.3,89354.30000,,,,,
3558,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,AGE45-49,45-49 years,,MLE,Male,,,,,,,,0.009,0.00862,,,,,
3559,LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,AGE45-49,45-49 years,,MLE,Male,,,,,,,,86767.49,86767.49000,,,,,
3560,LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,AGE50-54,50-54 years,,MLE,Male,,,,,,,,83103.44,83103.44000,,,,,
3561,LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,AGE50-54,50-54 years,,MLE,Male,,,,,,,,403298.6,403298.60000,,,,,
3562,LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,AGE55-59,55-59 years,,MLE,Male,,,,,,,,371939.9,371939.90000,,,,,
3563,LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,AGE55-59,55-59 years,,MLE,Male,,,,,,,,18.3,18.34170,,,,,
3564,LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,AGE60-64,60-64 years,,MLE,Male,,,,,,,,328593.6,328593.60000,,,,,
3565,LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,AGE60-64,60-64 years,,MLE,Male,,,,,,,,15,15.00263,,,,,
3566,LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,AGE65-69,65-69 years,,MLE,Male,,,,,,,,12,12.03821,,,,,
3567,LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,AGE70-74,70-74 years,,MLE,Male,,,,,,,,0.272,0.27198,,,,,
3568,LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,AGE75-79,75-79 years,,MLE,Male,,,,,,,,0.372,0.37214,,,,,
3569,LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,AGE75-79,75-79 years,,MLE,Male,,,,,,,,13024.45,13024.45000,,,,,
3570,LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,AGE80-84,80-84 years,,MLE,Male,,,,,,,,0.6,0.60020,,,,,
3571,LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,AGE80-84,80-84 years,,MLE,Male,,,,,,,,13189.31,13189.31000,,,,,
3572,LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,AGE85PLUS,85+ years,,MLE,Male,,,,,,,,8785.505,8785.50500,,,,,
3573,LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,AGE85PLUS,85+ years,,MLE,Male,,,,,,,,31072.34,31072.34000,,,,,
3574,LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,AGELT1,<1 year,,FMLE,Female,,,,,,,,7131359,7131359.00000,,,,,
3575,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,AGE1-4,1-4 years,,FMLE,Female,,,,,,,,0.002,0.00193,,,,,
3576,LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,AGE1-4,1-4 years,,FMLE,Female,,,,,,,,7033379,7033379.00000,,,,,
3577,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,AGE5-9,5-9 years,,FMLE,Female,,,,,,,,0.001,0.00088,,,,,
3578,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,AGE10-14,10-14 years,,FMLE,Female,,,,,,,,0.001,0.00067,,,,,
3579,LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,AGE10-14,10-14 years,,FMLE,Female,,,,,,,,96541.98,96541.98000,,,,,
3580,LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,AGE15-19,15-19  years,,FMLE,Female,,,,,,,,96218.98,96218.98000,,,,,
3581,LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,AGE15-19,15-19  years,,FMLE,Female,,,,,,,,480275.3,480275.30000,,,,,
3582,LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,AGE20-24,20-24 years,,FMLE,Female,,,,,,,,95874.81,95874.81000,,,,,
3583,LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,AGE20-24,20-24 years,,FMLE,Female,,,,,,,,478247.5,478247.50000,,,,,
3584,LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,AGE20-24,20-24 years,,FMLE,Female,,,,,,,,54.2,54.22122,,,,,
3585,LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,AGE25-29,25-29 years,,FMLE,Female,,,,,,,,475566.4,475566.40000,,,,,
3586,LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,AGE25-29,25-29 years,,FMLE,Female,,,,,,,,49.5,49.47691,,,,,
3587,LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,AGE30-34,30-34 years,,FMLE,Female,,,,,,,,44.8,44.77690,,,,,
