index,GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
172,WHS7_143,Total expenditure on health as a percentage of gross domestic product,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/122,NHA_PHL,Philippines note,,PUBLISHED,Published,,2006.0,2006,,WPR,2006,2006,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,3.95,3.95165,,,,,
173,WHS7_143,Total expenditure on health as a percentage of gross domestic product,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/122,NHA_PHL,Philippines note,,PUBLISHED,Published,,2007.0,2007,,WPR,2007,2007,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,3.94,3.94034,,,,,
174,WHS7_143,Total expenditure on health as a percentage of gross domestic product,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/122,NHA_PHL,Philippines note,,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,4.05,4.04748,,,,,
175,WHS7_143,Total expenditure on health as a percentage of gross domestic product,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/122,NHA_PHL,Philippines note,,PUBLISHED,Published,,2009.0,2009,,WPR,2009,2009,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,4.41,4.41044,,,,,
176,WHS7_143,Total expenditure on health as a percentage of gross domestic product,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/122,NHA_PHL,Philippines note,,PUBLISHED,Published,,2010.0,2010,,WPR,2010,2010,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,4.37,4.37397,,,,,
177,WHS7_143,Total expenditure on health as a percentage of gross domestic product,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/122,NHA_PHL,Philippines note,,PUBLISHED,Published,,2011.0,2011,,WPR,2011,2011,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,4.29,4.28993,,,,,
178,WHS7_143,Total expenditure on health as a percentage of gross domestic product,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/122,NHA_PHL,Philippines note,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,4.46,4.45815,,,,,
179,WHS7_143,Total expenditure on health as a percentage of gross domestic product,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/122,NHA_PHL,Philippines note,,PUBLISHED,Published,,2013.0,2013,,WPR,2013,2013,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,4.56,4.55779,,,,,
180,WHS7_143,Total expenditure on health as a percentage of gross domestic product,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/122,NHA_PHL,Philippines note,,PUBLISHED,Published,,2014.0,2014,,WPR,2014,2014,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,4.71,4.70999,,,,,
181,WHS7_147,Private expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/119,NHA_PHL,Philippines note,,PUBLISHED,Published,,1995.0,1995,,WPR,1995,1995,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,60.47,60.46560,,,,,
182,WHS7_147,Private expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/119,NHA_PHL,Philippines note,,PUBLISHED,Published,,1996.0,1996,,WPR,1996,1996,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,59.02,59.02107,,,,,
183,WHS7_147,Private expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/119,NHA_PHL,Philippines note,,PUBLISHED,Published,,1997.0,1997,,WPR,1997,1997,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,56.95,56.94975,,,,,
184,WHS7_147,Private expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/119,NHA_PHL,Philippines note,,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,57.07,57.07175,,,,,
185,WHS7_147,Private expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/119,NHA_PHL,Philippines note,,PUBLISHED,Published,,1999.0,1999,,WPR,1999,1999,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,55.8,55.79509,,,,,
186,WHS7_147,Private expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/119,NHA_PHL,Philippines note,,PUBLISHED,Published,,2000.0,2000,,WPR,2000,2000,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,52.43,52.42515,,,,,
187,WHS7_147,Private expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/119,NHA_PHL,Philippines note,,PUBLISHED,Published,,2001.0,2001,,WPR,2001,2001,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,55.83,55.82832,,,,,
188,WHS7_147,Private expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/119,NHA_PHL,Philippines note,,PUBLISHED,Published,,2002.0,2002,,WPR,2002,2002,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,59.99,59.99363,,,,,
189,WHS7_147,Private expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/119,NHA_PHL,Philippines note,,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,59.77,59.77371,,,,,
190,WHS7_147,Private expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/119,NHA_PHL,Philippines note,,PUBLISHED,Published,,2004.0,2004,,WPR,2004,2004,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,59.63,59.63223,,,,,
191,WHS7_147,Private expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/119,NHA_PHL,Philippines note,,PUBLISHED,Published,,2005.0,2005,,WPR,2005,2005,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,61.63,61.63249,,,,,
192,WHS7_147,Private expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/119,NHA_PHL,Philippines note,,PUBLISHED,Published,,2006.0,2006,,WPR,2006,2006,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,63.25,63.25108,,,,,
193,WHS7_147,Private expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/119,NHA_PHL,Philippines note,,PUBLISHED,Published,,2007.0,2007,,WPR,2007,2007,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,65.29,65.28660,,,,,
194,WHS7_147,Private expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/119,NHA_PHL,Philippines note,,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,67.07,67.07217,,,,,
195,WHS7_147,Private expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/119,NHA_PHL,Philippines note,,PUBLISHED,Published,,2009.0,2009,,WPR,2009,2009,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,64.89,64.88610,,,,,
196,WHS7_147,Private expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/119,NHA_PHL,Philippines note,,PUBLISHED,Published,,2010.0,2010,,WPR,2010,2010,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,64.02,64.02146,,,,,
197,WHS7_147,Private expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/119,NHA_PHL,Philippines note,,PUBLISHED,Published,,2011.0,2011,,WPR,2011,2011,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,69.55,69.54813,,,,,
198,WHS7_147,Private expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/119,NHA_PHL,Philippines note,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,68.91,68.90515,,,,,
199,WHS7_147,Private expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/119,NHA_PHL,Philippines note,,PUBLISHED,Published,,2013.0,2013,,WPR,2013,2013,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,68.2,68.20349,,,,,
200,WHS7_147,Private expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/119,NHA_PHL,Philippines note,,PUBLISHED,Published,,2014.0,2014,,WPR,2014,2014,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,65.72,65.71783,,,,,
201,WHS7_149,General government expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/92,NHA_PHL,Philippines note,,PUBLISHED,Published,,1995.0,1995,,WPR,1995,1995,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,39.53,39.53440,,,,,
202,WHS7_149,General government expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/92,NHA_PHL,Philippines note,,PUBLISHED,Published,,1996.0,1996,,WPR,1996,1996,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,40.98,40.97893,,,,,
203,WHS7_149,General government expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/92,NHA_PHL,Philippines note,,PUBLISHED,Published,,1997.0,1997,,WPR,1997,1997,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,43.05,43.05025,,,,,
204,WHS7_149,General government expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/92,NHA_PHL,Philippines note,,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,42.93,42.92825,,,,,
205,WHS7_149,General government expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/92,NHA_PHL,Philippines note,,PUBLISHED,Published,,1999.0,1999,,WPR,1999,1999,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,44.2,44.20491,,,,,
206,WHS7_149,General government expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/92,NHA_PHL,Philippines note,,PUBLISHED,Published,,2000.0,2000,,WPR,2000,2000,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,47.57,47.57485,,,,,
207,WHS7_149,General government expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/92,NHA_PHL,Philippines note,,PUBLISHED,Published,,2001.0,2001,,WPR,2001,2001,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,44.17,44.17168,,,,,
208,WHS7_149,General government expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/92,NHA_PHL,Philippines note,,PUBLISHED,Published,,2002.0,2002,,WPR,2002,2002,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,40.01,40.00637,,,,,
209,WHS7_149,General government expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/92,NHA_PHL,Philippines note,,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,40.23,40.22629,,,,,
210,WHS7_149,General government expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/92,NHA_PHL,Philippines note,,PUBLISHED,Published,,2004.0,2004,,WPR,2004,2004,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,40.37,40.36777,,,,,
211,WHS7_149,General government expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/92,NHA_PHL,Philippines note,,PUBLISHED,Published,,2005.0,2005,,WPR,2005,2005,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,38.37,38.36751,,,,,
212,WHS7_149,General government expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/92,NHA_PHL,Philippines note,,PUBLISHED,Published,,2006.0,2006,,WPR,2006,2006,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,36.75,36.74892,,,,,
213,WHS7_149,General government expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/92,NHA_PHL,Philippines note,,PUBLISHED,Published,,2007.0,2007,,WPR,2007,2007,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,34.71,34.71340,,,,,
214,WHS7_149,General government expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/92,NHA_PHL,Philippines note,,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,32.93,32.92783,,,,,
215,WHS7_149,General government expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/92,NHA_PHL,Philippines note,,PUBLISHED,Published,,2009.0,2009,,WPR,2009,2009,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,35.11,35.11390,,,,,
216,WHS7_149,General government expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/92,NHA_PHL,Philippines note,,PUBLISHED,Published,,2010.0,2010,,WPR,2010,2010,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,35.98,35.97854,,,,,
217,WHS7_149,General government expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/92,NHA_PHL,Philippines note,,PUBLISHED,Published,,2011.0,2011,,WPR,2011,2011,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,30.45,30.45187,,,,,
218,WHS7_149,General government expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/92,NHA_PHL,Philippines note,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,31.09,31.09485,,,,,
219,WHS7_149,General government expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/92,NHA_PHL,Philippines note,,PUBLISHED,Published,,2013.0,2013,,WPR,2013,2013,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,31.8,31.79651,,,,,
220,WHS7_149,General government expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/92,NHA_PHL,Philippines note,,PUBLISHED,Published,,2014.0,2014,,WPR,2014,2014,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,34.28,34.28217,,,,,
221,WHS7_156,Per capita total expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/111,NHA_PHL,Philippines note,,PUBLISHED,Published,,1995.0,1995,,WPR,1995,1995,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,36.61,36.60889,,,,,
222,WHS7_156,Per capita total expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/111,NHA_PHL,Philippines note,,PUBLISHED,Published,,1996.0,1996,,WPR,1996,1996,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,41.08,41.07564,,,,,
223,WHS7_156,Per capita total expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/111,NHA_PHL,Philippines note,,PUBLISHED,Published,,1997.0,1997,,WPR,1997,1997,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,40.8,40.80181,,,,,
224,WHS7_156,Per capita total expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/111,NHA_PHL,Philippines note,,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,30.94,30.93895,,,,,
225,WHS7_156,Per capita total expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/111,NHA_PHL,Philippines note,,PUBLISHED,Published,,1999.0,1999,,WPR,1999,1999,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,35.15,35.15430,,,,,
226,WHS7_156,Per capita total expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/111,NHA_PHL,Philippines note,,PUBLISHED,Published,,2000.0,2000,,WPR,2000,2000,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,33.37,33.36569,,,,,
227,WHS7_156,Per capita total expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/111,NHA_PHL,Philippines note,,PUBLISHED,Published,,2001.0,2001,,WPR,2001,2001,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,28.72,28.72498,,,,,
228,WHS7_156,Per capita total expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/111,NHA_PHL,Philippines note,,PUBLISHED,Published,,2002.0,2002,,WPR,2002,2002,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,27.93,27.93334,,,,,
229,WHS7_156,Per capita total expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/111,NHA_PHL,Philippines note,,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,32.84,32.83779,,,,,
230,WHS7_156,Per capita total expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/111,NHA_PHL,Philippines note,,PUBLISHED,Published,,2004.0,2004,,WPR,2004,2004,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,34.87,34.86678,,,,,
231,WHS7_156,Per capita total expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/111,NHA_PHL,Philippines note,,PUBLISHED,Published,,2005.0,2005,,WPR,2005,2005,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,46.83,46.83083,,,,,
232,WHS7_156,Per capita total expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/111,NHA_PHL,Philippines note,,PUBLISHED,Published,,2006.0,2006,,WPR,2006,2006,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,55.13,55.13389,,,,,
233,WHS7_156,Per capita total expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/111,NHA_PHL,Philippines note,,PUBLISHED,Published,,2007.0,2007,,WPR,2007,2007,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,66.15,66.15252,,,,,
234,WHS7_156,Per capita total expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/111,NHA_PHL,Philippines note,,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,78.08,78.08120,,,,,
235,WHS7_156,Per capita total expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/111,NHA_PHL,Philippines note,,PUBLISHED,Published,,2009.0,2009,,WPR,2009,2009,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,81.01,81.01420,,,,,
236,WHS7_156,Per capita total expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/111,NHA_PHL,Philippines note,,PUBLISHED,Published,,2010.0,2010,,WPR,2010,2010,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,93.83,93.83229,,,,,
237,WHS7_156,Per capita total expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/111,NHA_PHL,Philippines note,,PUBLISHED,Published,,2011.0,2011,,WPR,2011,2011,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,101.75,101.75068,,,,,
238,WHS7_156,Per capita total expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/111,NHA_PHL,Philippines note,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,116.19,116.18829,,,,,
239,WHS7_156,Per capita total expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/111,NHA_PHL,Philippines note,,PUBLISHED,Published,,2013.0,2013,,WPR,2013,2013,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,127.09,127.08828,,,,,
240,WHS7_156,Per capita total expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/111,NHA_PHL,Philippines note,,PUBLISHED,Published,,2014.0,2014,,WPR,2014,2014,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,135.2,135.20223,,,,,
241,WHS7_150,Out-of-pocket expenditure as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4445,NHA_PHL,Philippines note,,PUBLISHED,Published,,1997.0,1997,,WPR,1997,1997,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,46.48,46.48219,,,,,
242,WHS7_150,Out-of-pocket expenditure as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4445,NHA_PHL,Philippines note,,PUBLISHED,Published,,2011.0,2011,,WPR,2011,2011,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,57.74,57.74221,,,,,
243,WHS7_150,Out-of-pocket expenditure as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4445,NHA_PHL,Philippines note,,PUBLISHED,Published,,2005.0,2005,,WPR,2005,2005,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,51.93,51.92764,,,,,
244,WHS7_150,Out-of-pocket expenditure as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4445,NHA_PHL,Philippines note,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,57.19,57.18844,,,,,
245,WHS7_150,Out-of-pocket expenditure as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4445,NHA_PHL,Philippines note,,PUBLISHED,Published,,2014.0,2014,,WPR,2014,2014,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,53.69,53.68514,,,,,
246,WHS7_150,Out-of-pocket expenditure as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4445,NHA_PHL,Philippines note,,PUBLISHED,Published,,2000.0,2000,,WPR,2000,2000,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,40.5,40.49713,,,,,
247,WHS7_150,Out-of-pocket expenditure as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4445,NHA_PHL,Philippines note,,PUBLISHED,Published,,2001.0,2001,,WPR,2001,2001,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,43.85,43.85350,,,,,
248,WHS7_150,Out-of-pocket expenditure as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4445,NHA_PHL,Philippines note,,PUBLISHED,Published,,2002.0,2002,,WPR,2002,2002,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,46.78,46.77650,,,,,
249,WHS7_150,Out-of-pocket expenditure as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4445,NHA_PHL,Philippines note,,PUBLISHED,Published,,2007.0,2007,,WPR,2007,2007,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,55.67,55.67198,,,,,
250,WHS7_150,Out-of-pocket expenditure as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4445,NHA_PHL,Philippines note,,PUBLISHED,Published,,1999.0,1999,,WPR,1999,1999,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,43.32,43.31811,,,,,
251,WHS7_150,Out-of-pocket expenditure as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4445,NHA_PHL,Philippines note,,PUBLISHED,Published,,2009.0,2009,,WPR,2009,2009,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,54.86,54.85892,,,,,
252,WHS7_150,Out-of-pocket expenditure as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4445,NHA_PHL,Philippines note,,PUBLISHED,Published,,2010.0,2010,,WPR,2010,2010,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,54.08,54.07833,,,,,
253,WHS7_150,Out-of-pocket expenditure as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4445,NHA_PHL,Philippines note,,PUBLISHED,Published,,1995.0,1995,,WPR,1995,1995,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,50.01,50.01415,,,,,
254,WHS7_150,Out-of-pocket expenditure as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4445,NHA_PHL,Philippines note,,PUBLISHED,Published,,1996.0,1996,,WPR,1996,1996,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,48.25,48.25050,,,,,
255,WHS7_150,Out-of-pocket expenditure as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4445,NHA_PHL,Philippines note,,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,46.3,46.30479,,,,,
256,WHS7_150,Out-of-pocket expenditure as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4445,NHA_PHL,Philippines note,,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,46.88,46.88238,,,,,
257,WHS7_150,Out-of-pocket expenditure as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4445,NHA_PHL,Philippines note,,PUBLISHED,Published,,2004.0,2004,,WPR,2004,2004,Western Pacific,,WB_LMI,Lower-middle-income,,PHL,Philippines,,46.89,46.88822,,,,,
