index,GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),STARTYEAR,ENDYEAR,COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
2002,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2000.0,2000,,WPR,Western Pacific,,PHL,2000,2000,Philippines,,YEARS10-19,10-19 years,,MLE,Male,,,,,6.2 [3.6-9.7],6.20000,3.6,9.7,,,
2003,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2005.0,2005,,WPR,Western Pacific,,PHL,2005,2005,Philippines,,YEARS10-19,10-19 years,,MLE,Male,,,,,8.0 [5.0-11.7],8.00000,5.0,11.7,,,
2004,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2007.0,2007,,WPR,Western Pacific,,PHL,2007,2007,Philippines,,YEARS10-19,10-19 years,,MLE,Male,,,,,8.7 [5.6-12.6],8.70000,5.6,12.6,,,
2005,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2014.0,2014,,WPR,Western Pacific,,PHL,2014,2014,Philippines,,YEARS10-19,10-19 years,,MLE,Male,,,,,12.2 [7.7-17.9],12.20000,7.7,17.9,,,
2006,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2016.0,2016,,WPR,Western Pacific,,PHL,2016,2016,Philippines,,YEARS10-19,10-19 years,,MLE,Male,,,,,13.5 [8.0-20.1],13.50000,8.0,20.1,,,
2007,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2016.0,2016,,WPR,Western Pacific,,PHL,2016,2016,Philippines,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,14.4 [10.0-19.7],14.40000,10.0,19.7,,,
2008,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2014.0,2014,,WPR,Western Pacific,,PHL,2014,2014,Philippines,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,13.2 [9.3-17.6],13.20000,9.3,17.6,,,
2009,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1976.0,1976,,WPR,Western Pacific,,PHL,1976,1976,Philippines,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,0.1 [0.0-0.5],0.10000,0.0,0.5,,,
2010,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1978.0,1978,,WPR,Western Pacific,,PHL,1978,1978,Philippines,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,0.1 [0.0-0.5],0.10000,0.0,0.5,,,
2011,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1985.0,1985,,WPR,Western Pacific,,PHL,1985,1985,Philippines,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,0.3 [0.1-0.8],0.30000,0.1,0.8,,,
2012,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1987.0,1987,,WPR,Western Pacific,,PHL,1987,1987,Philippines,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,0.4 [0.1-1.0],0.40000,0.1,1.0,,,
2013,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1992.0,1992,,WPR,Western Pacific,,PHL,1992,1992,Philippines,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,0.8 [0.3-1.8],0.80000,0.3,1.8,,,
2014,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1994.0,1994,,WPR,Western Pacific,,PHL,1994,1994,Philippines,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,1.0 [0.3-2.1],1.00000,0.3,2.1,,,
2015,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2001.0,2001,,WPR,Western Pacific,,PHL,2001,2001,Philippines,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,1.7 [0.7-3.2],1.70000,0.7,3.2,,,
2016,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2003.0,2003,,WPR,Western Pacific,,PHL,2003,2003,Philippines,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,1.9 [0.9-3.5],1.90000,0.9,3.5,,,
2017,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2010.0,2010,,WPR,Western Pacific,,PHL,2010,2010,Philippines,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,3.0 [1.6-4.9],3.00000,1.6,4.9,,,
2018,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2012.0,2012,,WPR,Western Pacific,,PHL,2012,2012,Philippines,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,3.4 [1.9-5.4],3.40000,1.9,5.4,,,
2019,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1976.0,1976,,WPR,Western Pacific,,PHL,1976,1976,Philippines,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,0.2 [0.0-0.7],0.20000,0.0,0.7,,,
2020,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1978.0,1978,,WPR,Western Pacific,,PHL,1978,1978,Philippines,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,0.2 [0.0-0.8],0.20000,0.0,0.8,,,
2021,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1976.0,1976,,WPR,Western Pacific,,PHL,1976,1976,Philippines,,YEARS10-19,10-19 years,,BTSX,Both sexes,,,,,0.1 [0.0-0.3],0.10000,0.0,0.3,,,
2022,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1978.0,1978,,WPR,Western Pacific,,PHL,1978,1978,Philippines,,YEARS10-19,10-19 years,,BTSX,Both sexes,,,,,0.1 [0.0-0.4],0.10000,0.0,0.4,,,
2023,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1991.0,1991,,WPR,Western Pacific,,PHL,1991,1991,Philippines,,YEARS05-09,5-9 years,,FMLE,Female,,,,,3.8 [1.8-6.7],3.80000,1.8,6.7,,,
2024,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1998.0,1998,,WPR,Western Pacific,,PHL,1998,1998,Philippines,,YEARS05-09,5-9 years,,FMLE,Female,,,,,5.6 [2.9-9.2],5.60000,2.9,9.2,,,
2025,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2000.0,2000,,WPR,Western Pacific,,PHL,2000,2000,Philippines,,YEARS05-09,5-9 years,,FMLE,Female,,,,,6.1 [3.3-9.8],6.10000,3.3,9.8,,,
2026,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2005.0,2005,,WPR,Western Pacific,,PHL,2005,2005,Philippines,,YEARS05-09,5-9 years,,FMLE,Female,,,,,7.5 [4.4-11.5],7.50000,4.4,11.5,,,
2027,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2007.0,2007,,WPR,Western Pacific,,PHL,2007,2007,Philippines,,YEARS05-09,5-9 years,,FMLE,Female,,,,,8.1 [4.9-12.2],8.10000,4.9,12.2,,,
2028,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2014.0,2014,,WPR,Western Pacific,,PHL,2014,2014,Philippines,,YEARS05-09,5-9 years,,FMLE,Female,,,,,10.8 [6.5-16.2],10.80000,6.5,16.2,,,
2029,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2016.0,2016,,WPR,Western Pacific,,PHL,2016,2016,Philippines,,YEARS05-09,5-9 years,,FMLE,Female,,,,,11.8 [6.9-17.9],11.80000,6.9,17.9,,,
2030,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1976.0,1976,,WPR,Western Pacific,,PHL,1976,1976,Philippines,,YEARS05-19,5-19  years,,FMLE,Female,,,,,0.0 [0.0-0.2],0.00000,0.0,0.2,,,
2031,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1978.0,1978,,WPR,Western Pacific,,PHL,1978,1978,Philippines,,YEARS05-19,5-19  years,,FMLE,Female,,,,,0.0 [0.0-0.2],0.00000,0.0,0.2,,,
2032,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1985.0,1985,,WPR,Western Pacific,,PHL,1985,1985,Philippines,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,0.5 [0.1-1.3],0.50000,0.1,1.3,,,
2033,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1987.0,1987,,WPR,Western Pacific,,PHL,1987,1987,Philippines,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,0.6 [0.2-1.6],0.60000,0.2,1.6,,,
2034,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1992.0,1992,,WPR,Western Pacific,,PHL,1992,1992,Philippines,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,1.2 [0.4-2.7],1.20000,0.4,2.7,,,
2035,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1994.0,1994,,WPR,Western Pacific,,PHL,1994,1994,Philippines,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,1.4 [0.5-3.2],1.40000,0.5,3.2,,,
2036,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2001.0,2001,,WPR,Western Pacific,,PHL,2001,2001,Philippines,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,2.5 [1.0-4.8],2.50000,1.0,4.8,,,
2037,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1976.0,1976,,WPR,Western Pacific,,PHL,1976,1976,Philippines,,YEARS05-09,5-9 years,,FMLE,Female,,,,,0.1 [0.0-0.3],0.10000,0.0,0.3,,,
2038,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1978.0,1978,,WPR,Western Pacific,,PHL,1978,1978,Philippines,,YEARS05-09,5-9 years,,FMLE,Female,,,,,0.1 [0.0-0.3],0.10000,0.0,0.3,,,
2039,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1985.0,1985,,WPR,Western Pacific,,PHL,1985,1985,Philippines,,YEARS05-09,5-9 years,,FMLE,Female,,,,,0.2 [0.0-0.6],0.20000,0.0,0.6,,,
2040,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2003.0,2003,,WPR,Western Pacific,,PHL,2003,2003,Philippines,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,2.8 [1.2-5.3],2.80000,1.2,5.3,,,
2041,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2010.0,2010,,WPR,Western Pacific,,PHL,2010,2010,Philippines,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,4.3 [2.2-7.2],4.30000,2.2,7.2,,,
2042,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2012.0,2012,,WPR,Western Pacific,,PHL,2012,2012,Philippines,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,4.8 [2.5-8.0],4.80000,2.5,8.0,,,
2043,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1985.0,1985,,WPR,Western Pacific,,PHL,1985,1985,Philippines,,YEARS10-19,10-19 years,,BTSX,Both sexes,,,,,0.2 [0.0-0.6],0.20000,0.0,0.6,,,
2044,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1987.0,1987,,WPR,Western Pacific,,PHL,1987,1987,Philippines,,YEARS10-19,10-19 years,,BTSX,Both sexes,,,,,0.3 [0.1-0.8],0.30000,0.1,0.8,,,
2045,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1992.0,1992,,WPR,Western Pacific,,PHL,1992,1992,Philippines,,YEARS10-19,10-19 years,,BTSX,Both sexes,,,,,0.6 [0.2-1.3],0.60000,0.2,1.3,,,
2046,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1994.0,1994,,WPR,Western Pacific,,PHL,1994,1994,Philippines,,YEARS10-19,10-19 years,,BTSX,Both sexes,,,,,0.7 [0.2-1.6],0.70000,0.2,1.6,,,
2047,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1976.0,1976,,WPR,Western Pacific,,PHL,1976,1976,Philippines,,YEARS10-19,10-19 years,,FMLE,Female,,,,,0.0 [0.0-0.1],0.00000,0.0,0.1,,,
2048,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1997.0,1997,,WPR,Western Pacific,,PHL,1997,1997,Philippines,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,16.0 [12.2-20.4],16.00000,12.2,20.4,,,
2049,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,2010.0,2010,,WPR,Western Pacific,,PHL,2010,2010,Philippines,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,22.4 [18.0-27.3],22.40000,18.0,27.3,,,
2050,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,2011.0,2011,,WPR,Western Pacific,,PHL,2011,2011,Philippines,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,23.0 [18.3-28.1],23.00000,18.3,28.1,,,
2051,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,2012.0,2012,,WPR,Western Pacific,,PHL,2012,2012,Philippines,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,23.6 [18.7-28.9],23.60000,18.7,28.9,,,
2052,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,2013.0,2013,,WPR,Western Pacific,,PHL,2013,2013,Philippines,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,24.2 [19.1-29.7],24.20000,19.1,29.7,,,
2053,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1977.0,1977,,WPR,Western Pacific,,PHL,1977,1977,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,10.9 [7.4-15.1],10.90000,7.4,15.1,,,
2054,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1978.0,1978,,WPR,Western Pacific,,PHL,1978,1978,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,11.2 [7.8-15.2],11.20000,7.8,15.2,,,
2055,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1979.0,1979,,WPR,Western Pacific,,PHL,1979,1979,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,11.6 [8.2-15.5],11.60000,8.2,15.5,,,
2056,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1980.0,1980,,WPR,Western Pacific,,PHL,1980,1980,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,11.9 [8.7-15.7],11.90000,8.7,15.7,,,
2057,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1993.0,1993,,WPR,Western Pacific,,PHL,1993,1993,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,18.6 [15.4-22.2],18.60000,15.4,22.2,,,
2058,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1994.0,1994,,WPR,Western Pacific,,PHL,1994,1994,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,19.1 [15.9-22.6],19.10000,15.9,22.6,,,
2059,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1995.0,1995,,WPR,Western Pacific,,PHL,1995,1995,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,19.6 [16.4-23.1],19.60000,16.4,23.1,,,
2060,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1996.0,1996,,WPR,Western Pacific,,PHL,1996,1996,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,20.0 [16.9-23.6],20.00000,16.9,23.6,,,
2061,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1997.0,1997,,WPR,Western Pacific,,PHL,1997,1997,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,20.4 [17.3-23.9],20.40000,17.3,23.9,,,
2062,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,2010.0,2010,,WPR,Western Pacific,,PHL,2010,2010,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,25.9 [22.1-29.9],25.90000,22.1,29.9,,,
2063,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,2011.0,2011,,WPR,Western Pacific,,PHL,2011,2011,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,26.3 [22.4-30.7],26.30000,22.4,30.7,,,
2064,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,2012.0,2012,,WPR,Western Pacific,,PHL,2012,2012,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,26.8 [22.7-31.4],26.80000,22.7,31.4,,,
2065,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,2013.0,2013,,WPR,Western Pacific,,PHL,2013,2013,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,27.3 [22.9-32.1],27.30000,22.9,32.1,,,
2066,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1977.0,1977,,WPR,Western Pacific,,PHL,1977,1977,Philippines,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,9.4 [6.7-12.2],9.40000,6.7,12.2,,,
2067,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1978.0,1978,,WPR,Western Pacific,,PHL,1978,1978,Philippines,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,9.7 [7.1-12.5],9.70000,7.1,12.5,,,
2068,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1979.0,1979,,WPR,Western Pacific,,PHL,1979,1979,Philippines,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,10.0 [7.4-12.7],10.00000,7.4,12.7,,,
2069,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1980.0,1980,,WPR,Western Pacific,,PHL,1980,1980,Philippines,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,10.3 [7.8-13.0],10.30000,7.8,13.0,,,
