index,GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),EDUCATIONLEVEL (CODE),EDUCATIONLEVEL (DISPLAY),EDUCATIONLEVEL (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),WEALTHQUINTILE (CODE),WEALTHQUINTILE (DISPLAY),WEALTHQUINTILE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
400,EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4715,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,WPR,1993,1993,Western Pacific,,PHL,Philippines,,,,,,,,,,,RUR,Rural,,,,,36.8,36.80000,,,,,
401,EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4715,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,WPR,1993,1993,Western Pacific,,PHL,Philippines,,,,,EDLVL00TO05YR,0-5 years,,,,,,,,,,,29.1,29.10000,,,,,
402,EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4715,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,WPR,1993,1993,Western Pacific,,PHL,Philippines,,,,,EDLVL06TO11YR,6-11 years,,,,,,,,,,,43.5,43.50000,,,,,
403,EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4715,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,WPR,1993,1993,Western Pacific,,PHL,Philippines,,,,,EDLVL12PLUSYR,12+ years,,,,,,,,,,,46.9,46.90000,,,,,
404,EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4715,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,WPR,1993,1993,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,35.5,35.50000,,,,,
405,EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4715,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,WPR,1993,1993,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ2,Q2,,42.3,42.30000,,,,,
406,EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4715,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,WPR,1993,1993,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ3,Q3,,48.2,48.20000,,,,,
407,EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4715,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,WPR,1993,1993,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ4,Q4,,45.3,45.30000,,,,,
408,EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4715,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,WPR,1993,1993,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ5,Q5 (Richest),,44.7,44.70000,,,,,
409,EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4715,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,,,,47.8,47.80000,,,,,
410,EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4715,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,,,,,,,URB,Urban,,,,,51.6,51.60000,,,,,
411,EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4715,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,,,,,,,RUR,Rural,,,,,43.9,43.90000,,,,,
412,EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4715,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,EDLVL00TO05YR,0-5 years,,,,,,,,,,,40.3,40.30000,,,,,
413,EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4715,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,EDLVL06TO11YR,6-11 years,,,,,,,,,,,52.4,52.40000,,,,,
414,EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4715,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,EDLVL12PLUSYR,12+ years,,,,,,,,,,,52.6,52.60000,,,,,
415,EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4715,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,46.6,46.60000,,,,,
416,EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4715,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ2,Q2,,55.1,55.10000,,,,,
417,EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4715,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ3,Q3,,56.2,56.20000,,,,,
418,EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4715,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ4,Q4,,48.6,48.60000,,,,,
419,EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4715,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ5,Q5 (Richest),,50.3,50.30000,,,,,
420,EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4715,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,,,,48.9,48.90000,,,,,
421,EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4715,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,,,,,,,URB,Urban,,,,,50.1,50.10000,,,,,
422,EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4715,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,,,,,,,RUR,Rural,,,,,47.4,47.40000,,,,,
423,EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4715,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,EDLVL00TO05YR,0-5 years,,,,,,,,,,,45.2,45.20000,,,,,
424,EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4715,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,EDLVL06TO11YR,6-11 years,,,,,,,,,,,50.3,50.30000,,,,,
425,EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4715,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,EDLVL12PLUSYR,12+ years,,,,,,,,,,,50.9,50.90000,,,,,
426,EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4715,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,45.7,45.70000,,,,,
427,EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4715,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ2,Q2,,52.5,52.50000,,,,,
428,EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4715,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ3,Q3,,54.2,54.20000,,,,,
429,EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4715,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ4,Q4,,49.1,49.10000,,,,,
430,EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4715,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ5,Q5 (Richest),,49.1,49.10000,,,,,
431,EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4715,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,,,,50.7,50.70000,,,,,
432,EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4715,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,,,,,,,URB,Urban,,,,,53.4,53.40000,,,,,
433,EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4715,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,,,,,,,RUR,Rural,,,,,48.0,48.00000,,,,,
434,EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4715,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,EDLVL00TO05YR,0-5 years,,,,,,,,,,,41.0,41.00000,,,,,
435,EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4715,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,EDLVL06TO11YR,6-11 years,,,,,,,,,,,54.7,54.70000,,,,,
436,EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4715,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,EDLVL12PLUSYR,12+ years,,,,,,,,,,,53.4,53.40000,,,,,
437,EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4715,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,51.4,51.40000,,,,,
438,EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4715,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ2,Q2,,56.1,56.10000,,,,,
439,EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4715,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ3,Q3,,57.9,57.90000,,,,,
440,EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4715,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ4,Q4,,51.1,51.10000,,,,,
441,EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4715,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ5,Q5 (Richest),,49.1,49.10000,,,,,
442,EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4715,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,WPR,2013,2013,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,,,,55.1,55.10000,,,,,
443,EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4715,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,WPR,2013,2013,Western Pacific,,PHL,Philippines,,,,,,,,,,,URB,Urban,,,,,56.5,56.50000,,,,,
444,EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4715,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,WPR,2013,2013,Western Pacific,,PHL,Philippines,,,,,,,,,,,RUR,Rural,,,,,53.8,53.80000,,,,,
445,EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4715,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,WPR,2013,2013,Western Pacific,,PHL,Philippines,,,,,EDLVL00TO05YR,0-5 years,,,,,,,,,,,48.0,48.00000,,,,,
446,EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4715,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,WPR,2013,2013,Western Pacific,,PHL,Philippines,,,,,EDLVL06TO11YR,6-11 years,,,,,,,,,,,59.3,59.30000,,,,,
447,EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4715,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,WPR,2013,2013,Western Pacific,,PHL,Philippines,,,,,EDLVL12PLUSYR,12+ years,,,,,,,,,,,52.6,52.60000,,,,,
448,EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4715,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,WPR,2013,2013,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,56.9,56.90000,,,,,
449,EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4715,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,WPR,2013,2013,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ2,Q2,,60.8,60.80000,,,,,
450,EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4715,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,WPR,2013,2013,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ3,Q3,,58.6,58.60000,,,,,
451,EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4715,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,WPR,2013,2013,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ4,Q4,,54.5,54.50000,,,,,
452,EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4715,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,WPR,2013,2013,Western Pacific,,PHL,Philippines,,,,,,,,,,,,,,WQ5,Q5 (Richest),,50.1,50.10000,,,,,
453,EQ_TOBACCO,Prevalence of current cigarette smoking,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4436,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,,,,FMLE,Female,,,,,,,,6.5,6.50000,,,,,
454,EQ_TOBACCO,Prevalence of current cigarette smoking,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4436,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,,,,FMLE,Female,,URB,Urban,,,,,6.5,6.50000,,,,,
455,EQ_TOBACCO,Prevalence of current cigarette smoking,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4436,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,,,,FMLE,Female,,RUR,Rural,,,,,6.4,6.40000,,,,,
456,EQ_TOBACCO,Prevalence of current cigarette smoking,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4436,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,EDLVL00TO05YR,0-5 years,,FMLE,Female,,,,,,,,12.7,12.70000,,,,,
457,EQ_TOBACCO,Prevalence of current cigarette smoking,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4436,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,EDLVL06TO11YR,6-11 years,,FMLE,Female,,,,,,,,6.9,6.90000,,,,,
458,EQ_TOBACCO,Prevalence of current cigarette smoking,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4436,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,EDLVL12PLUSYR,12+ years,,FMLE,Female,,,,,,,,4.7,4.70000,,,,,
459,EQ_TOBACCO,Prevalence of current cigarette smoking,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4436,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,,,,FMLE,Female,,,,,WQ1,Q1 (Poorest),,9.3,9.30000,,,,,
460,EQ_TOBACCO,Prevalence of current cigarette smoking,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4436,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,,,,FMLE,Female,,,,,WQ2,Q2,,6.5,6.50000,,,,,
461,EQ_TOBACCO,Prevalence of current cigarette smoking,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4436,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,,,,FMLE,Female,,,,,WQ3,Q3,,6.1,6.10000,,,,,
462,EQ_TOBACCO,Prevalence of current cigarette smoking,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4436,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,,,,FMLE,Female,,,,,WQ4,Q4,,5.5,5.50000,,,,,
463,EQ_TOBACCO,Prevalence of current cigarette smoking,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4436,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,,,,FMLE,Female,,,,,WQ5,Q5 (Richest),,5.6,5.60000,,,,,
464,EQ_TOBACCO,Prevalence of current cigarette smoking,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4436,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,,,,FMLE,Female,,,,,,,,5.1,5.10000,,,,,
465,EQ_TOBACCO,Prevalence of current cigarette smoking,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4436,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,,,,FMLE,Female,,URB,Urban,,,,,5.5,5.50000,,,,,
466,EQ_TOBACCO,Prevalence of current cigarette smoking,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4436,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,,,,FMLE,Female,,RUR,Rural,,,,,4.5,4.50000,,,,,
467,EQ_TOBACCO,Prevalence of current cigarette smoking,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4436,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,EDLVL00TO05YR,0-5 years,,FMLE,Female,,,,,,,,12.3,12.30000,,,,,
468,EQ_TOBACCO,Prevalence of current cigarette smoking,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4436,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,EDLVL06TO11YR,6-11 years,,FMLE,Female,,,,,,,,5.6,5.60000,,,,,
469,EQ_TOBACCO,Prevalence of current cigarette smoking,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4436,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,EDLVL12PLUSYR,12+ years,,FMLE,Female,,,,,,,,4.6,4.60000,,,,,
470,EQ_TOBACCO,Prevalence of current cigarette smoking,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4436,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,,,,FMLE,Female,,,,,WQ1,Q1 (Poorest),,7.3,7.30000,,,,,
471,EQ_TOBACCO,Prevalence of current cigarette smoking,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4436,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,,,,FMLE,Female,,,,,WQ2,Q2,,5.3,5.30000,,,,,
472,EQ_TOBACCO,Prevalence of current cigarette smoking,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4436,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,,,,FMLE,Female,,,,,WQ3,Q3,,4.7,4.70000,,,,,
473,EQ_TOBACCO,Prevalence of current cigarette smoking,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4436,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,,,,FMLE,Female,,,,,WQ4,Q4,,5.0,5.00000,,,,,
474,EQ_TOBACCO,Prevalence of current cigarette smoking,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4436,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,,,,FMLE,Female,,,,,WQ5,Q5 (Richest),,5.5,5.50000,,,,,
