index,GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),ALCOHOLTYPE (CODE),ALCOHOLTYPE (DISPLAY),ALCOHOLTYPE (URL),NATIONALSYSTEMTYPE (CODE),NATIONALSYSTEMTYPE (DISPLAY),NATIONALSYSTEMTYPE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
660,SA_0000001676,Production in 1000s hectolitres,0,,,,PUBLISHED,Published,,2003,2003,,WPR,2003,2003,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,"12,577",12.57700,,,,,
661,SA_0000001676,Production in 1000s hectolitres,0,,,,PUBLISHED,Published,,2008,2008,,WPR,2008,2008,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,,,,,,,
662,SA_0000001677,Imports in 1000s hectolitres,0,,,,PUBLISHED,Published,,2003,2003,,WPR,2003,2003,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,19,19.00000,,,,,
663,SA_0000001677,Imports in 1000s hectolitres,0,,,,PUBLISHED,Published,,2005,2005,,WPR,2005,2005,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,19,19.00000,,,,,
664,SA_0000001686,Exports of wine (grape) in 1000s hectolitres,0,,,,PUBLISHED,Published,,2000,2000,,WPR,2000,2000,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,0,,,,,,
665,SA_0000001686,Exports of wine (grape) in 1000s hectolitres,0,,,,PUBLISHED,Published,,2001,2001,,WPR,2001,2001,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,0,,,,,,
666,SA_0000001678,Sales of beer in 1000s hectolitres,0,,,,PUBLISHED,Published,,2003,2003,,WPR,2003,2003,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,"12,410",12.41000,,,,,
667,SA_0000001678,Sales of beer in 1000s hectolitres,0,,,,PUBLISHED,Published,,2004,2004,,WPR,2004,2004,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,"14,306",14.30600,,,,,
668,SA_0000001679,Exports of beer (barley) in 1000s hectolitres,0,,,,PUBLISHED,Published,,2005,2005,,WPR,2005,2005,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,231,231.00000,,,,,
669,RSUD_9,Service delivery data collection system for substance use disorders,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2505,,,,PUBLISHED,Published,,2008,2008,,WPR,2008,2008,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,yes,,,,,,
670,RSUD_11,Data on substance use disorders disseminated in national annual reports,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2507,,,,PUBLISHED,Published,,2008,2008,,WPR,2008,2008,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,no,,,,,,
671,RSUD_20,Confidentiality of health records on substance use disorders  protected by law,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2516,,,,PUBLISHED,Published,,2008,2008,,WPR,2008,2008,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,yes,,,,,,
672,RSUD_20,Confidentiality of health records on substance use disorders  protected by law,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2516,,,,PUBLISHED,Published,,2008,2008,,WPR,2008,2008,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,no,,,,,,
673,RSUD_19,Programmes diverting clients from the justice system towards treatment,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2515,,,,PUBLISHED,Published,,2008,2008,,WPR,2008,2008,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,yes,,,,,,
674,RSUD_39,Treatment system for substance use disorders,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2533,,,,PUBLISHED,Published,,2008,2008,,WPR,2008,2008,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,Other,,,,,,
675,RSUD_46,"Length of stay for inpatient detoxification, days",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2540,,,,PUBLISHED,Published,,2008,2008,,WPR,2008,2008,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,14-21,,,,,,
676,RSUD_23,Financing method for substance use disorder treatment,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2519,,,,PUBLISHED,Published,,2008,2008,,WPR,2008,2008,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,Out-of pocket,,,,,,
677,RSUD_41,Specialized treatment services for drug use disoders and HIV/AIDS,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2535,,,,PUBLISHED,Published,,2008,2008,,WPR,2008,2008,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,no,,,,,,
678,RSUD_48,"Length of stay for inpatient long-term residential treatment, days",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2542,,,,PUBLISHED,Published,,2008,2008,,WPR,2008,2008,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,180     ,180.00000,,,,,
679,RSUD_38,Sector for residential long-term rehabilitation of drug use disorders,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2532,,,,PUBLISHED,Published,,2008,2008,,WPR,2008,2008,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,Public health,,,,,,
680,RSUD_27,"Government benefits for alcohol use disorders, subsidy or disability pension",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2521,,,,PUBLISHED,Published,,2008,2008,,WPR,2008,2008,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,yes,,,,,,
681,RSUD_43,Open access services for substance use disorders,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2537,,,,PUBLISHED,Published,,2008,2008,,WPR,2008,2008,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,yes,,,,,,
682,RSUD_68,Pharmacotherapy used for the management of alcohol withdrawal,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2562,,,,PUBLISHED,Published,,2008,2008,,WPR,2008,2008,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,no,,,,,,
683,RSUD_68,Pharmacotherapy used for the management of alcohol withdrawal,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2562,,,,PUBLISHED,Published,,2008,2008,,WPR,2008,2008,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,no,,,,,,
684,RSUD_68,Pharmacotherapy used for the management of alcohol withdrawal,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2562,,,,PUBLISHED,Published,,2008,2008,,WPR,2008,2008,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,yes,,,,,,
685,RSUD_68,Pharmacotherapy used for the management of alcohol withdrawal,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2562,,,,PUBLISHED,Published,,2008,2008,,WPR,2008,2008,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,no,,,,,,
686,RSUD_72,"Essential list of medicines, pharmacotherapy for substance use disorders",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2566,,,,PUBLISHED,Published,,2008,2008,,WPR,2008,2008,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,no,,,,,,
687,RSUD_72,"Essential list of medicines, pharmacotherapy for substance use disorders",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2566,,,,PUBLISHED,Published,,2008,2008,,WPR,2008,2008,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,yes,,,,,,
688,SA_0000001439,"Age-standardized death rates, colon and rectum cancers, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2004,2004,,WPR,2004,2004,Western Pacific,,,,,PHL,Philippines,,FMLE,Female,,,,,,,,7.9,7.90000,,,,,
689,SA_0000001441,"Age-standardized death rates, drownings, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2004,2004,,WPR,2004,2004,Western Pacific,,,,,PHL,Philippines,,MLE,Male,,,,,,,,6.1,6.10000,,,,,
690,SA_0000001443,"Age-standardized death rates, fires, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2004,2004,,WPR,2004,2004,Western Pacific,,,,,PHL,Philippines,,FMLE,Female,,,,,,,,0.2,0.20000,,,,,
691,SA_0000001443,"Age-standardized death rates, fires, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2004,2004,,WPR,2004,2004,Western Pacific,,,,,PHL,Philippines,,BTSX,Both sexes,,,,,,,,0.2,0.20000,,,,,
692,SA_0000001444,"Age-standardized death rates, ischaemic heart disease, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2004,2004,,WPR,2004,2004,Western Pacific,,,,,PHL,Philippines,,FMLE,Female,,,,,,,,92.5,92.50000,,,,,
693,SA_0000001445,"Age-standardized death rates, liver cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2004,2004,,WPR,2004,2004,Western Pacific,,,,,PHL,Philippines,,FMLE,Female,,,,,,,,4.2,4.20000,,,,,
694,SA_0000001445,"Age-standardized death rates, liver cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2004,2004,,WPR,2004,2004,Western Pacific,,,,,PHL,Philippines,,MLE,Male,,,,,,,,13.1,13.10000,,,,,
695,SA_0000001449,"Age-standardized death rates, oesophagus cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2004,2004,,WPR,2004,2004,Western Pacific,,,,,PHL,Philippines,,MLE,Male,,,,,,,,1.8,1.80000,,,,,
696,SA_0000001453,"Age-standardized death rates, self-inflicted injury, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2004,2004,,WPR,2004,2004,Western Pacific,,,,,PHL,Philippines,,MLE,Male,,,,,,,,2.9,2.90000,,,,,
697,SA_0000001689,"Age-standardized DALYs, cerebrovascular disease, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,,,,PUBLISHED,Published,,2004,2004,,WPR,2004,2004,Western Pacific,,,,,PHL,Philippines,,BTSX,Both sexes,,,,,,,,636,636.00000,,,,,
698,SA_0000001436,"Age-standardized DALYs, violence, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,,,,PUBLISHED,Published,,2004,2004,,WPR,2004,2004,Western Pacific,,,,,PHL,Philippines,,FMLE,Female,,,,,,,,105,105.00000,,,,,
699,SA_0000001436,"Age-standardized DALYs, violence, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,,,,PUBLISHED,Published,,2004,2004,,WPR,2004,2004,Western Pacific,,,,,PHL,Philippines,,MLE,Male,,,,,,,,1201,1201.00000,,,,,
700,RSUD_7,Psychoactive substance causing entry into treatment,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2503,,,,PUBLISHED,Published,,2008,2008,,WPR,2008,2008,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,ATS,,,,,,
701,RSUD_5,"Age-standardized DALYs, alcohol and drug use disorders, per 100 000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2502,,,,PUBLISHED,Published,,2008,2008,,WPR,2008,2008,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,56,56.00000,,,,,
702,RSUD_54,Buprenorphine used for the treatment of opioid dependence,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2548,,,,PUBLISHED,Published,,2008,2008,,WPR,2008,2008,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,no,,,,,,
703,SA_0000001523,"Prices for alcoholic beverages (average, US$)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2317,,,,PUBLISHED,Published,,2012,2012,,WPR,2012,2012,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,,,,,,,missing data
704,SA_0000001523,"Prices for alcoholic beverages (average, US$)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2317,,,,PUBLISHED,Published,,2012,2012,,WPR,2012,2012,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,,,,,,,missing data
705,SA_0000001546,Excise tax as a per cent of the retail price of alcoholic beverages,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2347,,,,PUBLISHED,Published,,2012,2012,,WPR,2012,2012,Western Pacific,,,,,PHL,Philippines,,,,,SA_SPIRITS,Spirits,,,,,,,,,,,missing data
706,SA_0000001470,"Alcohol-related road traffic crashes, per 100,000 population",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2334,SA_0000001470_PHL,Data source,,PUBLISHED,Published,,2014,2014,,WPR,2014,2014,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,1.3,,,,,,
707,SA_0000001470,"Alcohol-related road traffic crashes, per 100,000 population",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2334,SA_0000001470_PHL,Data source,,PUBLISHED,Published,,2012,2012,,WPR,2012,2012,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,2.9,,,,,,
708,SA_0000001502,Adopted written national policy on alcohol,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1396,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,Yes,,,,,,
709,SA_0000001510,Advertising restrictions on local radio,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1408,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,no restriction,,,,,,
710,SA_0000001507,Advertising restrictions on national television,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1408,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,no restriction,,,,,,
711,SA_0000001508,Advertising restrictions on cable television,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1408,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,no restriction,,,,,,
712,SA_0000001506,National legislation to prevent illegal alcohol,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2341,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,SA_SPIRITS,Spirits,,,,,Yes,,,,,,
713,SA_0000001506,National legislation to prevent illegal alcohol,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2341,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,SA_WINE,Wine,,,,,Yes,,,,,,
714,SA_0000001514,Advertising restrictions at point-of-sale,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1408,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,no restriction,,,,,,
715,SA_0000001513,Advertising restrictions on billboards,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1408,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,no restriction,,,,,,
716,SA_0000001512,Advertising restrictions at cinemas,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1408,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,no restriction,,,,,,
717,SA_0000001511,Advertising restrictions in print media,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1408,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,no restriction,,,,,,
718,SA_0000001512,Advertising restrictions at cinemas,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1408,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,no restriction,,,,,,
719,SA_0000001517,Restrictions on product placement on cable television,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1409,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,no restriction,,,,,,
720,SA_0000001511,Advertising restrictions in print media,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1408,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,no restriction,,,,,,
721,SA_0000001528,Off-premise sales restrictions on outlet density,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1403,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,SA_BEER,Beer,,,,,No,,,,,,
722,SA_0000001527,Off-premise sales restrictions on places,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1403,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,SA_WINE,Wine,,,,,No,,,,,,
723,SA_0000001526,Off-premise sales restrictions on hours,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1402,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,SA_BEER,Beer,,,,,Yes,,,,,,
724,SA_0000001527,Off-premise sales restrictions on places,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1403,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,SA_BEER,Beer,,,,,No,,,,,,
725,SA_0000001529,Off-premise sales restrictions at specific events,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1404,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,SA_WINE,Wine,,,,,Yes,,,,,,
726,SA_0000001534,On-premise sales restrictions on outlet density,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1403,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,SA_WINE,Wine,,,,,Yes,,,,,,
727,SA_0000001532,On-premise sales restrictions on hours,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1402,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,SA_SPIRITS,Spirits,,,,,No,,,,,,
728,SA_0000001531,On-premise sales restrictions on days,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1402,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,SA_WINE,Wine,,,,,No,,,,,,
729,SA_0000001533,On-premise sales restrictions on places,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1403,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,SA_SPIRITS,Spirits,,,,,Yes,,,,,,
730,SA_0000001536,On-premise sales restrictions to intoxicated persons,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1405,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,SA_WINE,Wine,,,,,No,,,,,,
731,SA_0000001538,Restrictions on sponsorship of youth events,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1410,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,no restriction,,,,,,
732,SA_0000001536,On-premise sales restrictions to intoxicated persons,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1405,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,SA_BEER,Beer,,,,,No,,,,,,
733,SA_0000001541,Restrictions on sales promotion from owners of pubs and bars (alcohol for free),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1411,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,SA_SPIRITS,Spirits,,,,,no restriction,,,,,,
734,SA_0000001540,Restrictions on sales promotion from retailers (sales below cost),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1411,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,SA_BEER,Beer,,,,,no restriction,,,,,,
735,SA_0000001539,"Restrictions on sales promotion from producers (parties, events)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1411,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,SA_BEER,Beer,,,,,no restriction,,,,,,
736,SA_0000001538,Restrictions on sponsorship of youth events,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1410,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,no restriction,,,,,,
737,SA_0000001537,Restrictions on sponsorship of sporting events,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1410,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,no restriction,,,,,,
738,SA_0000001542,Government monopoly on production,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1397,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,SA_WINE,Wine,,,,,Yes,,,,,,
739,SA_0000001543,Government monopoly on retail sales,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1397,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,SA_WINE,Wine,,,,,Yes,,,,,,
740,SA_0000001549,Duty paid or excise stamp on alcohol container,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2349,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,SA_SPIRITS,Spirits,,,,,Yes,,,,,,
741,SA_0000001553,Restrictions on alcohol use in public places,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2352,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,ban,,,,,,
742,SA_0000001553,Restrictions on alcohol use in public places,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2352,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,no restrictions,,,,,,
743,SA_0000001462,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1388,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,MLE,Male,,,,,,,,8.8,,,,,,
744,SA_0000001647,Awareness activities,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2355,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,Yes,,,,,,
745,SA_0000001647,Awareness activities,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2355,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,No data,,,,,,
746,SA_0000001518,Age limits on-premise service,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1400,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,SA_SPIRITS,Spirits,,,,,18,,,,,,
747,SA_0000001520,Legal blood alcohol concentration (BAC) limits,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1407,,,,PUBLISHED,Published,,2016,2016,,WPR,2016,2016,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,0.05%,,,,,,
748,SA_0000001688,Total (recorded+unrecorded) alcohol per capita (15+) consumption,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2018,2018,,WPR,2018,2018,Western Pacific,,,,,PHL,Philippines,,FMLE,Female,,,,,,,,2.8,2.80072,,,,,
749,SA_0000001688,Total (recorded+unrecorded) alcohol per capita (15+) consumption,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2015,2015,,WPR,2015,2015,Western Pacific,,,,,PHL,Philippines,,BTSX,Both sexes,,,,,,,,6.7,6.69597,,,,,
750,SA_0000001688,Total (recorded+unrecorded) alcohol per capita (15+) consumption,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2005,2005,,WPR,2005,2005,Western Pacific,,,,,PHL,Philippines,,FMLE,Female,,,,,,,,2.3,2.30431,,,,,
751,SA_0000001688,Total (recorded+unrecorded) alcohol per capita (15+) consumption,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2000,2000,,WPR,2000,2000,Western Pacific,,,,,PHL,Philippines,,BTSX,Both sexes,,,,,,,,6.1,6.06311,,,,,
752,SA_0000001455,"Age-standardized death rates, violence, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2002,2002,,WPR,2002,2002,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,24.88,24.88000,,,,,
753,SA_0000001450,"Age-standardized death rates, poisoning, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2002,2002,,WPR,2002,2002,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,0.46,0.46000,,,,,
754,SA_0000001452,"Age-standardized death rates, road traffic accidents, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2002,2002,,WPR,2002,2002,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,12.69,12.69000,,,,,
755,SA_0000001437,"Age-standardized death rates, alcohol use disorders, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2002,2002,,WPR,2002,2002,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,0.8,0.80000,,,,,
756,SA_0000001651,Monitoring,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2362,,,,PUBLISHED,Published,,2008,2008,,WPR,2008,2008,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,Yes,,,,,,
757,SA_0000001677,Imports in 1000s hectolitres,0,,,,PUBLISHED,Published,,2000,2000,,WPR,2000,2000,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,10,10.00000,,,,,
758,SA_0000001677,Imports in 1000s hectolitres,0,,,,PUBLISHED,Published,,2001,2001,,WPR,2001,2001,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,14,14.00000,,,,,
759,SA_0000001687,Exports of spirits in 1000s hectolitres,0,,,,PUBLISHED,Published,,2000,2000,,WPR,2000,2000,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,21,21.00000,,,,,
760,SA_0000001679,Exports of beer (barley) in 1000s hectolitres,0,,,,PUBLISHED,Published,,2000,2000,,WPR,2000,2000,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,123,123.00000,,,,,
