index,GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),EDUCATIONLEVEL (CODE),EDUCATIONLEVEL (DISPLAY),EDUCATIONLEVEL (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),WEALTHQUINTILE (CODE),WEALTHQUINTILE (DISPLAY),WEALTHQUINTILE (URL),DHSMICSGEOREGION (CODE),DHSMICSGEOREGION (DISPLAY),DHSMICSGEOREGION (URL),WEALTHDECILE (CODE),WEALTHDECILE (DISPLAY),WEALTHDECILE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
3734,tfr,Total fertility rate (births per woman),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3344,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,SHLM,Secondary or higher,,,,,,,,,,,,,,,,,3.0 [2.8-3.3],3.02660,2.80146,3.26977,,,
3735,u5mr,Under-five mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3345,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,NHLM,None,,,,,,,,,,,,,,,,,103.4 [68.7-152.7],103.41029,68.74463,152.69051,,,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death.
3736,u5mr,Under-five mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3345,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,PRLM,Primary,,,,,,,,,,,,,,,,,61.6 [53.8-70.4],61.56997,53.79294,70.3877,,,
3737,u5mr,Under-five mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3345,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,SHLM,Secondary or higher,,,,,,,,,,,,,,,,,28.5 [24.6-32.9],28.47000,24.64015,32.87507,,,
3738,u5mr,Under-five mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3345,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,NHLM,None,,,,,,,,,,,,,,,,,131.3 [92.8-182.7],131.33937,92.76141,182.72983,,,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death.
3739,u5mr,Under-five mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3345,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,PRLM,Primary,,,,,,,,,,,,,,,,,72.3 [64.8-80.5],72.27159,64.81,80.51828,,,
3740,uwgt5,Underweight prevalence in children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3329,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,WPR,2013,2013,Western Pacific,,PHL,Philippines,,,,,NHLM,None,,,,,,,,,,,,,,,,,No data,,,,,,Not available.
3741,uwgt5,Underweight prevalence in children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3329,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,WPR,2013,2013,Western Pacific,,PHL,Philippines,,,,,PRLM,Primary,,,,,,,,,,,,,,,,,No data,,,,,,Not available.
3742,uwgt5,Underweight prevalence in children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3329,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,WPR,2013,2013,Western Pacific,,PHL,Philippines,,,,,SHLM,Secondary or higher,,,,,,,,,,,,,,,,,No data,,,,,,Not available.
3743,uwgt5,Underweight prevalence in children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3329,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,NHLM,None,,,,,,,,,,,,,,,,,No data,,,,,,Not available.
3744,vbcg,BCG immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3325,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,SHLM,Secondary or higher,,,,,,,,,,,,,,,,,97.6 [96.5-98.4],97.62334,96.50537,98.38963,,,
3745,vbcg,BCG immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3325,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,NHLM,None,,,,,,,,,,,,,,,,,54.3 [36.7-70.9],54.32721,36.7201,70.91559,,,Attention - Estimate is based on 25-49 cases.
3746,vbcg,BCG immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3325,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,PRLM,Primary,,,,,,,,,,,,,,,,,84.9 [80.9-88.2],84.92175,80.85687,88.24893,,,
3747,vbcg,BCG immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3325,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,SHLM,Secondary or higher,,,,,,,,,,,,,,,,,93.9 [92.1-95.4],93.93777,92.1217,95.35632,,,
3748,vdpt,DTP3 immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3335,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,PRLM,Primary,,,,,,,,,,,,,,,,,70.0 [64.7-74.7],69.97341,64.74467,74.72935,,,
3749,vdpt,DTP3 immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3335,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,SHLM,Secondary or higher,,,,,,,,,,,,,,,,,87.1 [84.3-89.5],87.11566,84.26965,89.51085,,,
3750,vdpt,DTP3 immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3335,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,WPR,1993,1993,Western Pacific,,PHL,Philippines,,,,,NHLM,None,,,,,,,,,,,,,,,,,46.1 [33.4-59.3],46.10781,33.39814,59.34451,,,
3751,vdpt,DTP3 immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3335,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,WPR,1993,1993,Western Pacific,,PHL,Philippines,,,,,PRLM,Primary,,,,,,,,,,,,,,,,,75.3 [71.9-78.4],75.29601,71.86808,78.43158,,,
3752,vfull,Full immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3317,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2017.0,2017,,WPR,2017,2017,Western Pacific,,PHL,Philippines,,,,,PRLM,Primary,,,,,,,,,,,,,,,,,52.2 [45.2-59.0],52.15408,45.22974,58.99661,,,
3753,vfull,Full immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3317,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2017.0,2017,,WPR,2017,2017,Western Pacific,,PHL,Philippines,,,,,SHLM,Secondary or higher,,,,,,,,,,,,,,,,,73.8 [70.6-76.8],73.79844,70.55098,76.80552,,,
3754,vfull,Full immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3317,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,WPR,2013,2013,Western Pacific,,PHL,Philippines,,,,,NHLM,None,,,,,,,,,,,,,,,,,30.3 [14.6-52.6],30.34811,14.60458,52.60779,,,Attention - Estimate is based on 25-49 cases.
3755,vfull,Full immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3317,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,WPR,2013,2013,Western Pacific,,PHL,Philippines,,,,,PRLM,Primary,,,,,,,,,,,,,,,,,69.0 [63.0-74.3],68.97520,63.03773,74.34704,,,
3756,vita,Children aged 6-59 months who received vitamin A supplementation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3332,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,NHLM,None,,,,,,,,,,,,,,,,,46.5 [33.9-59.6],46.49655,33.89672,59.55997,,,
3757,vita,Children aged 6-59 months who received vitamin A supplementation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3332,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,PRLM,Primary,,,,,,,,,,,,,,,,,69.6 [65.8-73.1],69.57319,65.80202,73.0985,,,
3758,vita,Children aged 6-59 months who received vitamin A supplementation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3332,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,SHLM,Secondary or higher,,,,,,,,,,,,,,,,,78.5 [76.9-80.0],78.51742,76.90466,80.04678,,,
3759,vita,Children aged 6-59 months who received vitamin A supplementation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3332,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,NHLM,None,,,,,,,,,,,,,,,,,36.9 [28.8-45.7],36.85455,28.78787,45.73008,,,
3760,vmsl,Measles immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3337,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,SHLM,Secondary or higher,,,,,,,,,,,,,,,,,83.3 [80.6-85.6],83.28378,80.62859,85.63984,,,
3761,vmsl,Measles immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3337,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,NHLM,None,,,,,,,,,,,,,,,,,32.1 [16.3-53.5],32.09046,16.26853,53.47307,,,Attention - Estimate is based on 25-49 cases.
3762,vmsl,Measles immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3337,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,PRLM,Primary,,,,,,,,,,,,,,,,,70.7 [65.7-75.2],70.68839,65.74066,75.19122,,,
3763,vmsl,Measles immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3337,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,SHLM,Secondary or higher,,,,,,,,,,,,,,,,,83.9 [80.9-86.5],83.86087,80.85081,86.47691,,,
3764,vpolio,Polio immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3339,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2017.0,2017,,WPR,2017,2017,Western Pacific,,PHL,Philippines,,,,,NHLM,None,,,,,,,,,,,,,,,,,36.5 [19.9-57.1],36.50454,19.87205,57.13219,,,Attention - Estimate is based on 25-49 cases.
3765,vpolio,Polio immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3339,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2017.0,2017,,WPR,2017,2017,Western Pacific,,PHL,Philippines,,,,,PRLM,Primary,,,,,,,,,,,,,,,,,67.7 [60.4-74.2],67.65748,60.37309,74.1756,,,
3766,vpolio,Polio immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3339,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2017.0,2017,,WPR,2017,2017,Western Pacific,,PHL,Philippines,,,,,SHLM,Secondary or higher,,,,,,,,,,,,,,,,,82.0 [79.0-84.5],81.95255,79.04828,84.53302,,,
3767,vpolio,Polio immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3339,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,WPR,2013,2013,Western Pacific,,PHL,Philippines,,,,,NHLM,None,,,,,,,,,,,,,,,,,33.8 [16.9-56.3],33.84603,16.86432,56.33939,,,Attention - Estimate is based on 25-49 cases.
3768,vpolio,Polio immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3339,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,WPR,1993,1993,Western Pacific,,PHL,Philippines,,,,,PRLM,Primary,,,,,,,,,,,,,,,,,73.9 [70.3-77.1],73.88235,70.33806,77.14077,,,
3769,vpolio,Polio immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3339,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,WPR,1993,1993,Western Pacific,,PHL,Philippines,,,,,SHLM,Secondary or higher,,,,,,,,,,,,,,,,,82.9 [80.2-85.3],82.89329,80.23595,85.25898,,,
3770,wast5,Wasting prevalence in children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4488,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,NHLM,None,,,,,,,,,,,,,,,,,No data,,,,,,Not available.
3771,wast5,Wasting prevalence in children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4488,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,PRLM,Primary,,,,,,,,,,,,,,,,,No data,,,,,,Not available.
3772,wast5,Wasting prevalence in children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4488,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,SHLM,Secondary or higher,,,,,,,,,,,,,,,,,No data,,,,,,Not available.
3773,wast5,Wasting prevalence in children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4488,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,NHLM,None,,,,,,,,,,,,,,,,,No data,,,,,,Not available.
3774,wast5,Wasting prevalence in children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4488,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,PRLM,Primary,,,,,,,,,,,,,,,,,No data,,,,,,Not available.
3775,anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2017.0,2017,,WPR,2017,2017,Western Pacific,,PHL,Philippines,,,,,,,,,,,URB,Urban,,,,,,,,,,,93.2 [90.3-95.2],93.17342,90.32242,95.22889,,,
3776,anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,WPR,2013,2013,Western Pacific,,PHL,Philippines,,,,,,,,,,,RUR,Rural,,,,,,,,,,,93.8 [92.6-94.8],93.82146,92.6337,94.82841,,,
3777,anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,WPR,2013,2013,Western Pacific,,PHL,Philippines,,,,,,,,,,,URB,Urban,,,,,,,,,,,96.9 [95.8-97.7],96.86095,95.75246,97.68713,,,
3778,anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,,,,,,,RUR,Rural,,,,,,,,,,,87.9 [85.6-89.8],87.87954,85.62733,89.82079,,,
3779,anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,,,,,,,URB,Urban,,,,,,,,,,,94.1 [92.2-95.6],94.12701,92.2118,95.59377,,,
3780,anc15,Antenatal care coverage - at least one visit (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,,,,,,,URB,Urban,,,,,,,,,,,94.2 [92.5-95.5],94.17848,92.49146,95.50488,,,
3781,anc15,Antenatal care coverage - at least one visit (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,,,,,,,RUR,Rural,,,,,,,,,,,83.9 [81.7-85.8],83.85450,81.68642,85.8105,,,
3782,anc15,Antenatal care coverage - at least one visit (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,,,,,,,URB,Urban,,,,,,,,,,,91.2 [89.7-92.6],91.23798,89.69706,92.56752,,,
3783,anc15,Antenatal care coverage - at least one visit (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,,,,,,,RUR,Rural,,,,,,,,,,,81.8 [79.9-83.6],81.81317,79.88857,83.59143,,,
3784,anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,,,,,,,RUR,Rural,,,,,,,,,,,51.3 [48.5-54.2],51.32174,48.48152,54.15345,,,
3785,anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,,,,,,,URB,Urban,,,,,,,,,,,75.8 [72.7-78.7],75.81512,72.73363,78.65057,,,
3786,anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,WPR,1993,1993,Western Pacific,,PHL,Philippines,,,,,,,,,,,RUR,Rural,,,,,,,,,,,44.0 [41.4-46.7],43.99535,41.35608,46.66901,,,
3787,anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,WPR,1993,1993,Western Pacific,,PHL,Philippines,,,,,,,,,,,URB,Urban,,,,,,,,,,,63.3 [60.5-66.0],63.28781,60.49949,65.98996,,,
3788,anc45,Antenatal care coverage - at least four visits (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,WPR,1993,1993,Western Pacific,,PHL,Philippines,,,,,,,,,,,URB,Urban,,,,,,,,,,,64.5 [62.2-66.8],64.54691,62.20385,66.8222,,,
3789,asfr1,Adolescent fertility rate (births per 1000 women aged 15-19 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3322,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2017.0,2017,,WPR,2017,2017,Western Pacific,,PHL,Philippines,,,,,,,,,,,RUR,Rural,,,,,,,,,,,63.7 [56.7-71.5],63.71140,56.71126,71.51009,,,
3790,asfr1,Adolescent fertility rate (births per 1000 women aged 15-19 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3322,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2017.0,2017,,WPR,2017,2017,Western Pacific,,PHL,Philippines,,,,,,,,,,,URB,Urban,,,,,,,,,,,41.7 [33.9-51.3],41.74731,33.88381,51.33873,,,
3791,bfearly,Early initiation of breastfeeding (in the two years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3336,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2017.0,2017,,WPR,2017,2017,Western Pacific,,PHL,Philippines,,,,,,,,,,,URB,Urban,,,,,,,,,,,55.6 [51.3-59.8],55.57907,51.309,59.7683,,,
3792,bfearly,Early initiation of breastfeeding (in the two years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3336,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,WPR,2013,2013,Western Pacific,,PHL,Philippines,,,,,,,,,,,RUR,Rural,,,,,,,,,,,52.1 [49.2-54.9],52.05602,49.20106,54.8976,,,
3793,bfearly,Early initiation of breastfeeding (in the two years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3336,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,WPR,2013,2013,Western Pacific,,PHL,Philippines,,,,,,,,,,,URB,Urban,,,,,,,,,,,47.2 [44.0-50.4],47.19152,43.96926,50.43736,,,
3794,bfearly,Early initiation of breastfeeding (in the two years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3336,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,,,,,,,RUR,Rural,,,,,,,,,,,52.4 [49.3-55.5],52.39366,49.25209,55.51641,,,
3795,bfearly,Early initiation of breastfeeding (in the two years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3336,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,,,,,,,URB,Urban,,,,,,,,,,,43.9 [40.3-47.6],43.91240,40.25763,47.63443,,,
3796,bfearly5,Early initiation of breastfeeding (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3336,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,WPR,2008,2008,Western Pacific,,PHL,Philippines,,,,,,,,,,,URB,Urban,,,,,,,,,,,52.5 [49.1-56.0],52.53443,49.05456,55.98986,,,
3797,bfearly5,Early initiation of breastfeeding (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3336,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,,,,,,,RUR,Rural,,,,,,,,,,,53.1 [50.4-55.8],53.09010,50.35569,55.80607,,,
3798,bfearly5,Early initiation of breastfeeding (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3336,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,WPR,2003,2003,Western Pacific,,PHL,Philippines,,,,,,,,,,,URB,Urban,,,,,,,,,,,52.7 [50.0-55.3],52.65759,49.99165,55.30846,,,
3799,bfearly5,Early initiation of breastfeeding (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3336,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,,,,,,,RUR,Rural,,,,,,,,,,,39.4 [37.3-41.6],39.43423,37.31798,41.59086,,,
3800,bmi30wm,"Obesity prevalence in non-pregnant women aged 15-49 years, BMI >= 30 (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3319,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,,,,,,,RUR,Rural,,,,,,,,,,,No data,,,,,,Not available.
3801,bmi30wm,"Obesity prevalence in non-pregnant women aged 15-49 years, BMI >= 30 (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3319,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,WPR,1998,1998,Western Pacific,,PHL,Philippines,,,,,,,,,,,URB,Urban,,,,,,,,,,,No data,,,,,,Not available.
