index,GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),ENVCAUSE (CODE),ENVCAUSE (DISPLAY),ENVCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
163,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,WB_LMI,2016,2016,Lower-middle-income,,PHL,Philippines,,YEARS05-09,5-9 years,,MLE,Male,,,,,,,,0.1,0.10000,,,,,
164,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,WB_LMI,2016,2016,Lower-middle-income,,PHL,Philippines,,YEARS10-14,10-14 years,,BTSX,Both sexes,,,,,,,,0.8,0.80000,,,,,
165,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,WB_LMI,2016,2016,Lower-middle-income,,PHL,Philippines,,YEARS10-14,10-14 years,,FMLE,Female,,,,,,,,0.6,0.60000,,,,,
166,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,WB_LMI,2016,2016,Lower-middle-income,,PHL,Philippines,,YEARS10-14,10-14 years,,MLE,Male,,,,,,,,1.0,1.00000,,,,,
167,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,WB_LMI,2016,2016,Lower-middle-income,,PHL,Philippines,,YEARS15-19,15-19 years,,BTSX,Both sexes,,,,,,,,4.2,4.20000,,,,,
168,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,WB_LMI,2016,2016,Lower-middle-income,,PHL,Philippines,,YEARS15-19,15-19 years,,FMLE,Female,,,,,,,,3.5,3.50000,,,,,
169,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,WB_LMI,2016,2016,Lower-middle-income,,PHL,Philippines,,YEARS15-19,15-19 years,,MLE,Male,,,,,,,,4.8,4.80000,,,,,
170,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,WB_LMI,2016,2016,Lower-middle-income,,PHL,Philippines,,YEARS20-24,20-24 years,,BTSX,Both sexes,,,,,,,,5.7,5.70000,,,,,
171,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,WB_LMI,2016,2016,Lower-middle-income,,PHL,Philippines,,YEARS20-24,20-24 years,,FMLE,Female,,,,,,,,3.8,3.80000,,,,,
172,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,WB_LMI,2016,2016,Lower-middle-income,,PHL,Philippines,,YEARS20-24,20-24 years,,MLE,Male,,,,,,,,7.4,7.40000,,,,,
173,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,WB_LMI,2016,2016,Lower-middle-income,,PHL,Philippines,,YEARS25-29,25-29 years,,BTSX,Both sexes,,,,,,,,4.2,4.20000,,,,,
174,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,WB_LMI,2016,2016,Lower-middle-income,,PHL,Philippines,,YEARS25-29,25-29 years,,FMLE,Female,,,,,,,,2.3,2.30000,,,,,
175,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,WB_LMI,2016,2016,Lower-middle-income,,PHL,Philippines,,YEARS25-29,25-29 years,,MLE,Male,,,,,,,,6.1,6.10000,,,,,
176,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,WB_LMI,2016,2016,Lower-middle-income,,PHL,Philippines,,YEARS10-19,10-19 years,,BTSX,Both sexes,,,,,,,,2.5,2.50000,,,,,
177,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,WB_LMI,2016,2016,Lower-middle-income,,PHL,Philippines,,YEARS10-19,10-19 years,,FMLE,Female,,,,,,,,2.1,2.10000,,,,,
178,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,WB_LMI,2016,2016,Lower-middle-income,,PHL,Philippines,,YEARS10-19,10-19 years,,MLE,Male,,,,,,,,2.9,2.90000,,,,,
179,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,WB_LMI,2016,2016,Lower-middle-income,,PHL,Philippines,,YEARS20-29,20-29  years,,BTSX,Both sexes,,,,,,,,5.0,5.00000,,,,,
180,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,WB_LMI,2016,2016,Lower-middle-income,,PHL,Philippines,,YEARS20-29,20-29  years,,FMLE,Female,,,,,,,,3.1,3.10000,,,,,
181,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,WB_LMI,2016,2016,Lower-middle-income,,PHL,Philippines,,YEARS20-29,20-29  years,,MLE,Male,,,,,,,,6.8,6.80000,,,,,
182,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,WB_LMI,2016,2016,Lower-middle-income,,PHL,Philippines,,YEARS30-39,30-39  years,,BTSX,Both sexes,,,,,,,,3.6,3.60000,,,,,
183,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,WB_LMI,2016,2016,Lower-middle-income,,PHL,Philippines,,YEARS30-39,30-39  years,,FMLE,Female,,,,,,,,1.5,1.50000,,,,,
184,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,WB_LMI,2016,2016,Lower-middle-income,,PHL,Philippines,,YEARS30-39,30-39  years,,MLE,Male,,,,,,,,5.6,5.60000,,,,,
185,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,WB_LMI,2016,2016,Lower-middle-income,,PHL,Philippines,,YEARS40-49,40-49  years,,BTSX,Both sexes,,,,,,,,3.3,3.30000,,,,,
186,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,WB_LMI,2016,2016,Lower-middle-income,,PHL,Philippines,,YEARS40-49,40-49  years,,FMLE,Female,,,,,,,,1.7,1.70000,,,,,
187,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,WB_LMI,2016,2016,Lower-middle-income,,PHL,Philippines,,YEARS40-49,40-49  years,,MLE,Male,,,,,,,,4.9,4.90000,,,,,
188,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,WB_LMI,2016,2016,Lower-middle-income,,PHL,Philippines,,YEARS50-59,50-59  years,,BTSX,Both sexes,,,,,,,,3.8,3.80000,,,,,
189,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,WB_LMI,2016,2016,Lower-middle-income,,PHL,Philippines,,YEARS50-59,50-59  years,,FMLE,Female,,,,,,,,1.8,1.80000,,,,,
190,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,WB_LMI,2016,2016,Lower-middle-income,,PHL,Philippines,,YEARS50-59,50-59  years,,MLE,Male,,,,,,,,5.9,5.90000,,,,,
191,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,WB_LMI,2016,2016,Lower-middle-income,,PHL,Philippines,,YEARS60-69,60-69  years,,BTSX,Both sexes,,,,,,,,4.1,4.10000,,,,,
192,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,WB_LMI,2016,2016,Lower-middle-income,,PHL,Philippines,,YEARS60-69,60-69  years,,FMLE,Female,,,,,,,,1.3,1.30000,,,,,
193,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,WB_LMI,2016,2016,Lower-middle-income,,PHL,Philippines,,YEARS60-69,60-69  years,,MLE,Male,,,,,,,,7.2,7.20000,,,,,
194,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,WB_LMI,2016,2016,Lower-middle-income,,PHL,Philippines,,YEARS70-79,70-79 years,,BTSX,Both sexes,,,,,,,,8.7,8.70000,,,,,
195,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,WB_LMI,2016,2016,Lower-middle-income,,PHL,Philippines,,YEARS70-79,70-79 years,,FMLE,Female,,,,,,,,5.3,5.30000,,,,,
196,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,WB_LMI,2016,2016,Lower-middle-income,,PHL,Philippines,,YEARS70-79,70-79 years,,MLE,Male,,,,,,,,13.3,13.30000,,,,,
197,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,WB_LMI,2016,2016,Lower-middle-income,,PHL,Philippines,,YEARS80PLUS,80+ years,,BTSX,Both sexes,,,,,,,,35.1,35.10000,,,,,
198,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,WB_LMI,2016,2016,Lower-middle-income,,PHL,Philippines,,YEARS80PLUS,80+ years,,FMLE,Female,,,,,,,,32.6,32.60000,,,,,
199,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,WB_LMI,2016,2016,Lower-middle-income,,PHL,Philippines,,YEARS80PLUS,80+ years,,MLE,Male,,,,,,,,39.3,39.30000,,,,,
200,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,WB_LMI,2016,2016,Lower-middle-income,,PHL,Philippines,,YEARS15-29,15-29  years,,BTSX,Both sexes,,,,,,,,4.7,4.70000,,,,,
201,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,WB_LMI,2016,2016,Lower-middle-income,,PHL,Philippines,,YEARS30-49,30-49 years,,BTSX,Both sexes,,,,,,,,3.5,3.50000,,,,,
202,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,WB_LMI,2016,2016,Lower-middle-income,,PHL,Philippines,,YEARS15-29,15-29  years,,FMLE,Female,,,,,,,,3.3,3.30000,,,,,
203,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,WB_LMI,2016,2016,Lower-middle-income,,PHL,Philippines,,YEARS30-49,30-49 years,,FMLE,Female,,,,,,,,1.6,1.60000,,,,,
204,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,WB_LMI,2016,2016,Lower-middle-income,,PHL,Philippines,,YEARS15-29,15-29  years,,MLE,Male,,,,,,,,6.1,6.10000,,,,,
205,SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,WB_LMI,2016,2016,Lower-middle-income,,PHL,Philippines,,YEARS30-49,30-49 years,,MLE,Male,,,,,,,,5.3,5.30000,,,,,
206,SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,,2016,2016,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,117[ 95-134],116.72905,94.68261,133.79688,,,
207,SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,,2016,2016,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,103[ 84-119],103.13703,83.96264,119.01347,,,
208,SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,,2016,2016,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,130[ 105-151],130.16234,104.87886,150.5661,,,
209,SDGAIRBODA,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,,2016,2016,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,185[ 150-212],185.15997,150.18909,212.2336,,,
210,SDGAIRBODA,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,,2016,2016,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,151[ 123-174],150.65773,122.64867,173.84929,,,
211,SDGAIRBODA,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,,2016,2016,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,225[ 182-261],225.42390,181.63628,260.7605,,,
212,SDGDISASTER,Average death rate due to natural disasters (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4665,PUBLISHED,Published,,2012-2016,2012-2016,,WPR,Western Pacific,,,2012,2016,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,2.4,2.40820,,,,,
213,SDGDISASTER,Average death rate due to natural disasters (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4665,PUBLISHED,Published,,2012-2016,2012-2016,,WPR,Western Pacific,,,2012,2016,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,1.8,1.75971,,,,,
214,SDGDISASTER,Average death rate due to natural disasters (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4665,PUBLISHED,Published,,2012-2016,2012-2016,,WPR,Western Pacific,,,2012,2016,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,2.1,2.08657,,,,,
215,SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,,2016,2016,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,4.8,4.78213,,,,,
216,SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,,2016,2016,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,3.6,3.59538,,,,,
217,SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,,2016,2016,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,4.2,4.19289,,,,,
218,SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5338,PUBLISHED,Published,,2018,2018,,WPR,Western Pacific,,,2018,2018,,,PHL,Philippines,,,,,,,,,,,,,,other,,,,,,
219,SDGMALARIA,Malaria incidence (per 1 000 population at risk),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4670,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,,2000,2000,,,PHL,Philippines,,,,,,,,,,,,,,2.64,2.63567,,,,,
220,SDGMALARIA,Malaria incidence (per 1 000 population at risk),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4670,PUBLISHED,Published,,2001,2001,,WPR,Western Pacific,,,2001,2001,,,PHL,Philippines,,,,,,,,,,,,,,2.44,2.44145,,,,,
221,SDGMALARIA,Malaria incidence (per 1 000 population at risk),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4670,PUBLISHED,Published,,2002,2002,,WPR,Western Pacific,,,2002,2002,,,PHL,Philippines,,,,,,,,,,,,,,2.56,2.56236,,,,,
222,SDGMALARIA,Malaria incidence (per 1 000 population at risk),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4670,PUBLISHED,Published,,2003,2003,,WPR,Western Pacific,,,2003,2003,,,PHL,Philippines,,,,,,,,,,,,,,3.25,3.24938,,,,,
223,SDGMALARIA,Malaria incidence (per 1 000 population at risk),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4670,PUBLISHED,Published,,2004,2004,,WPR,Western Pacific,,,2004,2004,,,PHL,Philippines,,,,,,,,,,,,,,3.45,3.45102,,,,,
224,SDGMALARIA,Malaria incidence (per 1 000 population at risk),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4670,PUBLISHED,Published,,2005,2005,,WPR,Western Pacific,,,2005,2005,,,PHL,Philippines,,,,,,,,,,,,,,3.03,3.02704,,,,,
225,SDGMALARIA,Malaria incidence (per 1 000 population at risk),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4670,PUBLISHED,Published,,2006,2006,,WPR,Western Pacific,,,2006,2006,,,PHL,Philippines,,,,,,,,,,,,,,2.33,2.32968,,,,,
226,SDGMALARIA,Malaria incidence (per 1 000 population at risk),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4670,PUBLISHED,Published,,2007,2007,,WPR,Western Pacific,,,2007,2007,,,PHL,Philippines,,,,,,,,,,,,,,2.17,2.17157,,,,,
227,SDGMALARIA,Malaria incidence (per 1 000 population at risk),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4670,PUBLISHED,Published,,2008,2008,,WPR,Western Pacific,,,2008,2008,,,PHL,Philippines,,,,,,,,,,,,,,1.41,1.41353,,,,,
228,SDGMALARIA,Malaria incidence (per 1 000 population at risk),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4670,PUBLISHED,Published,,2009,2009,,WPR,Western Pacific,,,2009,2009,,,PHL,Philippines,,,,,,,,,,,,,,1.09,1.09314,,,,,
229,SDGMALARIA,Malaria incidence (per 1 000 population at risk),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4670,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,,2010,2010,,,PHL,Philippines,,,,,,,,,,,,,,0.98,0.97857,,,,,
230,SDGMALARIA,Malaria incidence (per 1 000 population at risk),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4670,PUBLISHED,Published,,2011,2011,,WPR,Western Pacific,,,2011,2011,,,PHL,Philippines,,,,,,,,,,,,,,0.43,0.43046,,,,,
231,SDGMALARIA,Malaria incidence (per 1 000 population at risk),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4670,PUBLISHED,Published,,2012,2012,,WPR,Western Pacific,,,2012,2012,,,PHL,Philippines,,,,,,,,,,,,,,0.34,0.33899,,,,,
232,SDGMALARIA,Malaria incidence (per 1 000 population at risk),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4670,PUBLISHED,Published,,2013,2013,,WPR,Western Pacific,,,2013,2013,,,PHL,Philippines,,,,,,,,,,,,,,0.31,0.30509,,,,,
233,SDGMALARIA,Malaria incidence (per 1 000 population at risk),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4670,PUBLISHED,Published,,2014,2014,,WPR,Western Pacific,,,2014,2014,,,PHL,Philippines,,,,,,,,,,,,,,0.25,0.24914,,,,,
234,SDGMALARIA,Malaria incidence (per 1 000 population at risk),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4670,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,,2015,2015,,,PHL,Philippines,,,,,,,,,,,,,,0.47,0.47250,,,,,
235,SDGMALARIA,Malaria incidence (per 1 000 population at risk),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4670,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,,2016,2016,,,PHL,Philippines,,,,,,,,,,,,,,0.29,0.29054,,,,,
236,SDGMALARIA,Malaria incidence (per 1 000 population at risk),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4670,PUBLISHED,Published,,2017,2017,,WPR,Western Pacific,,,2017,2017,,,PHL,Philippines,,,,,,,,,,,,,,0.31,0.30592,,,,,
237,SDGMALARIA,Malaria incidence (per 1 000 population at risk),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4670,PUBLISHED,Published,,2018,2018,,WPR,Western Pacific,,,2018,2018,,,PHL,Philippines,,,,,,,,,,,,,,0.18,0.17674,,,,,
238,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,,2000,2000,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,35.3,35.30000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
239,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,,2000,2000,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,13.2,13.20000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
240,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,,2000,2000,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,57.3,57.30000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
241,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2005,2005,,WPR,Western Pacific,,,2005,2005,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,31.7,31.70000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
242,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2005,2005,,WPR,Western Pacific,,,2005,2005,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,11.1,11.10000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
243,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2005,2005,,WPR,Western Pacific,,,2005,2005,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,52.2,52.20000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
244,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,,2010,2010,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,28.6,28.60000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
245,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,,2010,2010,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,9.3,9.30000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
